ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
218205_s_at	10.44	11.73	-2.44	0.0006	0.0403	MKNK2	MAP kinase interacting serine/threonine kinase 2
202163_s_at	8.6	9.86	-2.39	0.0006	0.0403	CNOT8	CCR4-NOT transcription complex subunit 8
205436_s_at	12.53	10.27	4.78	0.0006	0.0405	H2AFX	H2A histone family, member X
230711_at	5.21	6.67	-2.76	0.0006	0.0407		
244075_at	6.1	7.66	-2.94	0.0006	0.0408		
207713_s_at	7.4	8.68	-2.41	0.0006	0.0409	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
217790_s_at	7.14	8.85	-3.27	0.0006	0.0409	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
223932_at	6.95	5.61	2.52	0.0006	0.0409		
229068_at	8.78	7.12	3.15	0.0006	0.0409	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)
200827_at	8.18	9.46	-2.43	0.0006	0.0409	PLOD1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1
211373_s_at	8.58	7.31	2.41	0.0006	0.0409	PSEN2	presenilin 2
225898_at	10.77	12.25	-2.78	0.0006	0.0409	WDR54	WD repeat domain 54
226670_s_at	8.08	10.11	-4.07	0.0006	0.0409	PABPC1L	poly(A) binding protein, cytoplasmic 1-like
228640_at	6.98	5.72	2.4	0.0006	0.0409	PCDH7	protocadherin 7
1554755_a_at	4.6	5.85	-2.39	0.0006	0.0409	MTUS2	microtubule associated tumor suppressor candidate 2
235977_at	7.18	5.83	2.55	0.0006	0.0411	LONRF2	LON peptidase N-terminal domain and ring finger 2
200935_at	6.94	8.21	-2.4	0.0006	0.0413	CALR	calreticulin
1552947_x_at	6.84	5.57	2.42	0.0006	0.0413	ZNF114	zinc finger protein 114
203136_at	9.55	11.04	-2.81	0.0006	0.0414	RABAC1	Rab acceptor 1 (prenylated)
206685_at	4.97	6.65	-3.2	0.0006	0.0414	HCG4	HLA complex group 4 (non-protein coding)
224873_s_at	7.03	5.78	2.37	0.0006	0.0414	MRPS25	mitochondrial ribosomal protein S25
204082_at	9.69	8.43	2.4	0.0006	0.0414	PBX3	pre-B-cell leukemia homeobox 3
208022_s_at	8.06	6.77	2.43	0.0006	0.0414	CDC14B	cell division cycle 14B
203827_at	8.41	10.92	-5.7	0.0006	0.0415	WIPI1	WD repeat domain, phosphoinositide interacting 1
214804_at	7.62	5.47	4.44	0.0006	0.0415	CENPI	centromere protein I
219006_at	9.97	8.71	2.39	0.0006	0.0415	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
208959_s_at	11	12.63	-3.09	0.0006	0.0416	ERP44	endoplasmic reticulum protein 44
228915_at	6.25	4.69	2.95	0.0006	0.0416	DACH1	dachshund family transcription factor 1
210447_at	5.85	4.09	3.39	0.0006	0.0416	GLUD2	glutamate dehydrogenase 2
202062_s_at	9.14	11.37	-4.71	0.0006	0.0417	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)
225720_at	5.79	4.35	2.71	0.0006	0.0417	SYNPO2	synaptopodin 2
205210_at	8.35	7.01	2.52	0.0006	0.0418	TGFBRAP1	transforming growth factor beta receptor associated protein 1
216222_s_at	6.98	5.72	2.39	0.0006	0.0418	MYO10	myosin X
200629_at	11.52	13.35	-3.55	0.0006	0.0418	WARS	tryptophanyl-tRNA synthetase
209527_at	8.85	7.6	2.38	0.0006	0.0418	EXOSC2	exosome component 2
218014_at	10.36	9.01	2.55	0.0006	0.0418	NUP85	nucleoporin 85kDa
34764_at	7.49	6.1	2.62	0.0006	0.0418	LARS2	leucyl-tRNA synthetase 2, mitochondrial
224629_at	11.84	13.21	-2.58	0.0006	0.0418	LMAN1	lectin, mannose-binding, 1
225841_at	10.72	9.08	3.12	0.0006	0.0418	HENMT1	HEN1 methyltransferase homolog 1 (Arabidopsis)
209535_s_at	7.15	8.5	-2.55	0.0007	0.0419		
203633_at	9.92	8.57	2.55	0.0007	0.0422	CPT1A	carnitine palmitoyltransferase 1A (liver)
205511_at	5.56	4.12	2.73	0.0007	0.0422	FLJ10038; GABPB1	uncharacterized protein FLJ10038; GA binding protein transcription factor, beta subunit 1
212928_at	10.47	9.23	2.36	0.0007	0.0423	TSPYL4	TSPY-like 4
220688_s_at	10.13	8.89	2.36	0.0007	0.0423	MRTO4	MRT4 homolog, ribosome maturation factor
225509_at	7.78	6.48	2.46	0.0007	0.0423	SAP30L	SAP30-like
226724_s_at	6.41	5.1	2.48	0.0007	0.0423	PSPC1	paraspeckle component 1
227737_at	8.14	9.62	-2.79	0.0007	0.0423	SRPRB	signal recognition particle receptor, B subunit
233106_at	7.53	6.26	2.42	0.0007	0.0423	FRMD6-AS1	FRMD6 antisense RNA 1
1559038_at	6.35	7.78	-2.7	0.0007	0.0423	SEPT2	septin 2
203700_s_at	7.32	6.03	2.45	0.0007	0.0423	DIO2	deiodinase, iodothyronine, type II
206512_at	5.6	7.6	-4.01	0.0007	0.0424	SRP19; ZRSR1	signal recognition particle 19kDa; zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1
242434_at	5.84	4.6	2.37	0.0007	0.0424		
243168_at	5.62	4.2	2.67	0.0007	0.0424		
201970_s_at	10.2	8.72	2.78	0.0007	0.0424	NASP	nuclear autoantigenic sperm protein (histone-binding)
205266_at	6.94	8.48	-2.91	0.0007	0.0424	LIF	leukemia inhibitory factor
214095_at	8.81	10.23	-2.68	0.0007	0.0424	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
242539_at	6.32	5	2.5	0.0007	0.0424	DIS3L2	DIS3 like 3'-5' exoribonuclease 2
223183_at	9.21	7.94	2.42	0.0007	0.0425	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
214374_s_at	6.81	5.57	2.35	0.0007	0.0426	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)
212909_at	8.13	6.87	2.39	0.0007	0.0426	LYPD1	LY6/PLAUR domain containing 1
230746_s_at	7.81	9.4	-3.02	0.0007	0.0426		
219978_s_at	7.83	5.89	3.84	0.0007	0.0427	NUSAP1	nucleolar and spindle associated protein 1
201586_s_at	11.71	9.61	4.29	0.0007	0.0427	SFPQ	splicing factor proline/glutamine-rich
218145_at	9.6	10.87	-2.41	0.0007	0.0427	TRIB3	tribbles pseudokinase 3
226601_at	7.18	8.41	-2.34	0.0007	0.0427	SLC30A7	solute carrier family 30 (zinc transporter), member 7
238996_x_at	10.18	11.62	-2.71	0.0007	0.0427	ALDOA	aldolase A, fructose-bisphosphate
204900_x_at	8.91	10.48	-2.97	0.0007	0.0427	SAP30	Sin3A associated protein 30kDa
209201_x_at	7.32	8.75	-2.69	0.0007	0.0427	CXCR4	chemokine (C-X-C motif) receptor 4
210999_s_at	6.5	8.86	-5.14	0.0007	0.0427	GRB10	growth factor receptor bound protein 10
219491_at	8.05	6.7	2.56	0.0007	0.0427	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
219539_at	9.64	8.31	2.51	0.0007	0.0427	GEMIN6	gem nuclear organelle associated protein 6
225527_at	8.95	11.03	-4.24	0.0007	0.0427	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
226321_at	8.9	10.97	-4.22	0.0007	0.0427	LYSMD3	LysM, putative peptidoglycan-binding, domain containing 3
227349_at	6.64	5.42	2.33	0.0007	0.0427	HELLS	helicase, lymphoid-specific
227385_at	8.99	7.44	2.94	0.0007	0.0427	PLPP6	phospholipid phosphatase 6
228397_at	8.23	6.97	2.39	0.0007	0.0427	TUG1	taurine up-regulated 1 (non-protein coding)
231936_at	7.63	6.34	2.44	0.0007	0.0427	HOXC9	homeobox C9
236915_at	5.85	7.11	-2.39	0.0007	0.0427	C4orf47	chromosome 4 open reading frame 47
201800_s_at	10.01	11.33	-2.51	0.0007	0.0428	OSBP	oxysterol binding protein
209882_at	9.53	10.93	-2.65	0.0007	0.0429	RIT1	Ras-like without CAAX 1
226756_at	6.79	5.49	2.47	0.0007	0.0429	CCDC71L	coiled-coil domain containing 71-like
221667_s_at	10.84	9.18	3.16	0.0007	0.0431	HSPB8	heat shock 22kDa protein 8
228108_at	6.15	4.6	2.94	0.0007	0.0431	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L
202668_at	10.58	9.26	2.49	0.0007	0.0431	EFNB2	ephrin-B2
222574_s_at	10.38	12.04	-3.15	0.0007	0.0431	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40
225246_at	5.98	4.59	2.61	0.0007	0.0431	STIM2	stromal interaction molecule 2
204336_s_at	9.49	8.27	2.33	0.0007	0.0433	RGS19	regulator of G-protein signaling 19
225881_at	8.78	7.46	2.49	0.0007	0.0433	SLC35B4	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
225361_x_at	9.7	8.22	2.8	0.0007	0.0434	FAM122B	family with sequence similarity 122B
217028_at	8.74	10.59	-3.6	0.0007	0.0435	CXCR4	chemokine (C-X-C motif) receptor 4
223309_x_at	8.97	10.62	-3.15	0.0007	0.0435	PNPLA8	patatin-like phospholipase domain containing 8
201389_at	7.24	8.45	-2.32	0.0007	0.0436	ITGA5	integrin alpha 5
204063_s_at	6.25	5.03	2.34	0.0007	0.0436	ULK2	unc-51 like autophagy activating kinase 2
218510_x_at	7.43	6.15	2.42	0.0007	0.0436	FAM134B	family with sequence similarity 134, member B
226051_at	6.17	7.86	-3.22	0.0007	0.0436	SELM	selenoprotein M
1552937_s_at	7.43	5.84	3.01	0.0007	0.0437	ATRIP	ATR interacting protein
209565_at	9.62	10.91	-2.43	0.0007	0.0439	RNF113A	ring finger protein 113A
222077_s_at	11.64	10.43	2.32	0.0007	0.0439	RACGAP1	Rac GTPase activating protein 1
200656_s_at	10.38	11.97	-3.01	0.0007	0.0439	P4HB	prolyl 4-hydroxylase, beta polypeptide
201009_s_at	9.63	11.4	-3.41	0.0007	0.0439	TXNIP	thioredoxin interacting protein
202683_s_at	8.56	10.02	-2.75	0.0007	0.0439	RNMT	RNA (guanine-7-) methyltransferase
202720_at	10.18	12.09	-3.75	0.0007	0.0439	TES	testin LIM domain protein
203364_s_at	8.42	9.81	-2.63	0.0007	0.0439	ATG13	autophagy related 13
209017_s_at	9.61	10.97	-2.57	0.0007	0.0439	LONP1	lon peptidase 1, mitochondrial
209567_at	10.8	9.56	2.36	0.0007	0.0439	RRS1	ribosome biogenesis regulator homolog
212107_s_at	9.14	6.23	7.48	0.0007	0.0439	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
214658_at	9.07	10.38	-2.48	0.0007	0.0439	TMED7	transmembrane p24 trafficking protein 7
216945_x_at	7.37	6.11	2.39	0.0007	0.0439	PASK	PAS domain containing serine/threonine kinase
219408_at	8.37	7.14	2.33	0.0007	0.0439	PRMT7	protein arginine methyltransferase 7
221746_at	10.25	9	2.37	0.0007	0.0439	UBL4A	ubiquitin-like 4A
221935_s_at	6.14	4.93	2.31	0.0007	0.0439	EOGT	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
222036_s_at	9.59	8.07	2.86	0.0007	0.0439	MCM4	minichromosome maintenance complex component 4
222921_s_at	9.83	8.49	2.53	0.0007	0.0439	HEY2	hes-related family bHLH transcription factor with YRPW motif 2
223307_at	10.29	9	2.46	0.0007	0.0439	CDCA3	cell division cycle associated 3
225619_at	5.11	3.9	2.32	0.0007	0.0439	SLAIN1	SLAIN motif family member 1
226390_at	6.75	9.38	-6.17	0.0007	0.0439	STARD4	StAR-related lipid transfer domain containing 4
227099_s_at	5.19	6.63	-2.72	0.0007	0.0439	C11orf96	chromosome 11 open reading frame 96
228652_at	8.59	7.32	2.41	0.0007	0.0439	ZNF776	zinc finger protein 776
228759_at	6.62	7.92	-2.47	0.0007	0.0439	CREB3L2	cAMP responsive element binding protein 3-like 2
236263_at	10.12	7.83	4.88	0.0007	0.0439	SHH	sonic hedgehog
238768_at	6.49	5.29	2.31	0.0007	0.0439	C2orf68	chromosome 2 open reading frame 68
238932_at	5.2	6.55	-2.55	0.0007	0.0439	TSC22D2	TSC22 domain family, member 2
211814_s_at	6.68	5.14	2.9	0.0008	0.0440	CCNE2	cyclin E2
212560_at	5.87	7.23	-2.57	0.0008	0.0440	SORL1	sortilin-related receptor, L(DLR class) A repeats containing
217853_at	9.44	8	2.72	0.0008	0.0440	TNS3	tensin 3
218399_s_at	10.61	9	3.04	0.0008	0.0440	CDCA4	cell division cycle associated 4
1558173_a_at	8.11	6.37	3.33	0.0008	0.0441	LUZP1	leucine zipper protein 1
202153_s_at	10.7	9.47	2.34	0.0008	0.0443	NUP62	nucleoporin 62kDa
209780_at	10.12	8.7	2.67	0.0008	0.0443	PHTF2	putative homeodomain transcription factor 2
239798_at	5.09	6.29	-2.3	0.0008	0.0443	PDK1	pyruvate dehydrogenase kinase, isozyme 1
244033_at	7.09	5.89	2.3	0.0008	0.0443	CEP128	centrosomal protein 128kDa
213390_at	11.54	9.41	4.39	0.0008	0.0443	ZC3H4	zinc finger CCCH-type containing 4
204407_at	9.25	8.05	2.3	0.0008	0.0444	TTF2	transcription termination factor, RNA polymerase II
204817_at	10.65	9.08	2.97	0.0008	0.0444	ESPL1	extra spindle pole bodies like 1, separase
207574_s_at	9.4	11.2	-3.49	0.0008	0.0444	GADD45B	growth arrest and DNA-damage-inducible, beta
218043_s_at	6.45	8.43	-3.94	0.0008	0.0444	AZI2	5-azacytidine induced 2
227068_at	10.81	12.19	-2.61	0.0008	0.0444	PGK1	phosphoglycerate kinase 1
227144_at	6.12	4.91	2.31	0.0008	0.0444	KIAA0930	KIAA0930
207996_s_at	5.1	3.72	2.61	0.0008	0.0445	LDLRAD4	low density lipoprotein receptor class A domain containing 4
206976_s_at	12.28	10.94	2.55	0.0008	0.0445	HSPH1	heat shock 105kDa/110kDa protein 1
226779_at	9.18	10.66	-2.79	0.0008	0.0445	LMBRD2	LMBR1 domain containing 2
200835_s_at	8.14	6.86	2.43	0.0008	0.0445	MAP4	microtubule associated protein 4
209124_at	10.31	8.86	2.73	0.0008	0.0445	MYD88	myeloid differentiation primary response 88
210465_s_at	7.22	8.82	-3.04	0.0008	0.0445	SNAPC3	small nuclear RNA activating complex polypeptide 3
213647_at	8.67	7.03	3.11	0.0008	0.0445	DNA2	DNA replication helicase/nuclease 2
221591_s_at	10.07	8.57	2.82	0.0008	0.0445	FAM64A	family with sequence similarity 64, member A
223413_s_at	10.41	9.22	2.29	0.0008	0.0445	LYAR	Ly1 antibody reactive
227280_s_at	8.37	9.59	-2.32	0.0008	0.0445	CCNYL1	cyclin Y like 1
234987_at	6.88	5.55	2.5	0.0008	0.0446	SAMHD1	SAM domain and HD domain 1
235191_at	5.76	7.58	-3.53	0.0008	0.0446	LINC00662	long intergenic non-protein coding RNA 662
227388_at	10.45	9.24	2.32	0.0008	0.0446	TUSC1	tumor suppressor candidate 1
238909_at	6.92	8.13	-2.31	0.0008	0.0447	S100A10	S100 calcium binding protein A10
242352_at	6.67	5.22	2.73	0.0008	0.0447	NIPBL	Nipped-B homolog (Drosophila)
201133_s_at	8.99	10.94	-3.85	0.0008	0.0448	PJA2	praja ring finger 2, E3 ubiquitin protein ligase
206546_at	5.23	4.03	2.29	0.0008	0.0448	SYCP2	synaptonemal complex protein 2
227811_at	7.95	6.47	2.8	0.0008	0.0448	FGD3	FYVE, RhoGEF and PH domain containing 3
231311_at	6.06	4.87	2.28	0.0008	0.0449	SPTBN2	spectrin, beta, non-erythrocytic 2
201829_at	10.96	9.74	2.32	0.0008	0.0449	NET1	neuroepithelial cell transforming 1
201832_s_at	10.48	12.16	-3.2	0.0008	0.0449	USO1	USO1 vesicle transport factor
202549_at	8.02	6.49	2.88	0.0008	0.0449	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C
205442_at	6.44	5.26	2.28	0.0008	0.0449	MFAP3L	microfibrillar associated protein 3 like
211947_s_at	9.65	8.19	2.75	0.0008	0.0449	PRRC2C	proline-rich coiled-coil 2C
212119_at	10.39	11.58	-2.28	0.0008	0.0449	RHOQ	ras homolog family member Q
214519_s_at	8.4	6.81	3.03	0.0008	0.0449	RLN2	relaxin 2
228762_at	8.4	7.05	2.55	0.0008	0.0449	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
235844_at	6.32	5.08	2.36	0.0008	0.0449	PHTF1	putative homeodomain transcription factor 1
202620_s_at	10.83	12.27	-2.71	0.0008	0.0451	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
207129_at	7.76	8.99	-2.34	0.0008	0.0451	CA5B	carbonic anhydrase VB, mitochondrial
211985_s_at	11.3	9.56	3.36	0.0008	0.0451	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
214440_at	8.77	7.57	2.3	0.0008	0.0451	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)
219911_s_at	8.6	9.79	-2.27	0.0008	0.0451	SLCO4A1	solute carrier organic anion transporter family, member 4A1
225163_at	6.96	5.78	2.27	0.0008	0.0451	FRMD4A	FERM domain containing 4A
228948_at	7.74	6.55	2.28	0.0008	0.0451	EPHA4	EPH receptor A4
235056_at	5.64	4.46	2.27	0.0008	0.0451	ETV6	ets variant 6
238567_at	5.37	6.65	-2.44	0.0008	0.0451	SGPP2	sphingosine-1-phosphate phosphatase 2
229173_at	6.29	8.28	-3.95	0.0008	0.0451	KIAA1715	KIAA1715
212623_at	8.99	10.56	-2.96	0.0008	0.0451	TMEM41B	transmembrane protein 41B
229459_at	5.41	4.22	2.29	0.0008	0.0451	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5
202336_s_at	10.31	11.93	-3.08	0.0008	0.0452	PAM	peptidylglycine alpha-amidating monooxygenase
203666_at	9.5	7.84	3.14	0.0008	0.0452	CXCL12	chemokine (C-X-C motif) ligand 12
203788_s_at	7.85	6.63	2.32	0.0008	0.0452	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
205281_s_at	8.34	10.51	-4.52	0.0008	0.0452	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
205287_s_at	7.49	6.27	2.32	0.0008	0.0452	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
205356_at	9.97	8.74	2.34	0.0008	0.0452	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
205514_at	6.26	5.06	2.3	0.0008	0.0452	ZNF415	zinc finger protein 415
207038_at	8.1	6.3	3.48	0.0008	0.0452	SLC16A6	solute carrier family 16, member 6
216074_x_at	7.94	6.75	2.29	0.0008	0.0452	WWC1	WW and C2 domain containing 1
216526_x_at	10.21	11.52	-2.48	0.0008	0.0452	HLA-C	major histocompatibility complex, class I, C
218446_s_at	9.78	11.12	-2.53	0.0008	0.0452	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
218663_at	7.97	6.7	2.4	0.0008	0.0452	NCAPG	non-SMC condensin I complex subunit G
218755_at	10.29	9.06	2.34	0.0008	0.0452	KIF20A	kinesin family member 20A
220241_at	5.14	8.09	-7.7	0.0008	0.0452	TMCO3	transmembrane and coiled-coil domains 3
221326_s_at	9.12	7.81	2.48	0.0008	0.0452	TUBD1	tubulin, delta 1
38158_at	10.58	9.16	2.66	0.0008	0.0452	ESPL1	extra spindle pole bodies like 1, separase
222385_x_at	8.84	10.13	-2.44	0.0008	0.0452	SEC61A1	Sec61 translocon alpha 1 subunit
222805_at	7.62	6.37	2.39	0.0008	0.0452	MANEA	mannosidase, endo-alpha
227484_at	8.83	7.54	2.44	0.0008	0.0452	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
227518_at	9.21	10.45	-2.36	0.0008	0.0452	SLC35E1	solute carrier family 35, member E1
227685_at	6.97	8.75	-3.43	0.0008	0.0452	TMF1	TATA element modulatory factor 1
228977_at	9.85	8.14	3.26	0.0008	0.0452	LOC729680	uncharacterized LOC729680
238811_at	6.94	5.68	2.39	0.0008	0.0452	ATP11B	ATPase, class VI, type 11B
240421_x_at	5.78	7.39	-3.07	0.0008	0.0452	SAV1	salvador family WW domain containing protein 1
241348_at	7.2	8.83	-3.11	0.0008	0.0452	ZNF654	zinc finger protein 654
1569385_s_at	5.95	4.65	2.47	0.0008	0.0452	TET2	tet methylcytosine dioxygenase 2
211968_s_at	13.91	12.5	2.67	0.0008	0.0453	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
228149_at	8.69	10.39	-3.23	0.0008	0.0453	C7orf60	chromosome 7 open reading frame 60
202067_s_at	7.53	8.83	-2.47	0.0008	0.0454	LDLR	low density lipoprotein receptor
210026_s_at	9.24	7.64	3.03	0.0008	0.0454	CARD10	caspase recruitment domain family, member 10
1554821_a_at	6.37	4.93	2.72	0.0008	0.0454	ZBED1	zinc finger, BED-type containing 1
208760_at	9.07	7.9	2.26	0.0009	0.0455	UBE2I	ubiquitin conjugating enzyme E2I
217165_x_at	9.27	11.11	-3.57	0.0009	0.0455	MT1F	metallothionein 1F
223556_at	10.01	7.97	4.11	0.0009	0.0455	HELLS	helicase, lymphoid-specific
225556_at	10.74	9.55	2.28	0.0009	0.0455	VMA21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
225820_at	6.74	5.47	2.4	0.0009	0.0455	JADE1	jade family PHD finger 1
226068_at	7.61	6.42	2.27	0.0009	0.0455	SYK	spleen tyrosine kinase
243174_at	8.76	7.54	2.33	0.0009	0.0455		
1553947_at	7.04	5.83	2.32	0.0009	0.0455	EXOSC6	exosome component 6
230261_at	5.12	3.89	2.35	0.0009	0.0456	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
203721_s_at	11.93	10.76	2.25	0.0009	0.0456	UTP18	UTP18 small subunit (SSU) processome component
219507_at	8.69	7.51	2.25	0.0009	0.0459	RSRC1	arginine/serine-rich coiled-coil 1
223184_s_at	9.48	8.16	2.48	0.0009	0.0459	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
237626_at	5.75	7.06	-2.47	0.0009	0.0459		
212444_at	10.4	11.62	-2.34	0.0009	0.0460	GPRC5A	G protein-coupled receptor, class C, group 5, member A
204244_s_at	10.07	8.85	2.32	0.0009	0.0460	DBF4	DBF4 zinc finger
201847_at	10.33	11.58	-2.38	0.0009	0.0460	LIPA	lipase A, lysosomal acid, cholesterol esterase
201057_s_at	10.01	11.59	-2.99	0.0009	0.0462	GOLGB1	golgin B1
225432_s_at	8.27	7.1	2.24	0.0009	0.0462	CSRP2BP	CSRP2 binding protein
202670_at	9.94	11.29	-2.55	0.0009	0.0463	MAP2K1	mitogen-activated protein kinase kinase 1
214046_at	7.84	6.28	2.95	0.0009	0.0463	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)
223940_x_at	10.24	8.8	2.71	0.0009	0.0463	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
234995_at	8.1	9.76	-3.15	0.0009	0.0463	SPICE1	spindle and centriole associated protein 1
238012_at	9.06	7.45	3.06	0.0009	0.0463	DPP7	dipeptidyl-peptidase 7
239363_at	9.62	8.38	2.37	0.0009	0.0463	INIP	INTS3 and NABP interacting protein
1552277_a_at	9.34	10.89	-2.93	0.0009	0.0463	MSANTD3	Myb/SANT-like DNA-binding domain containing 3
1556047_s_at	6.93	5.74	2.28	0.0009	0.0463	MAGEE1	MAGE family member E1
200945_s_at	11.2	12.63	-2.69	0.0009	0.0463	SEC31A	SEC31 homolog A, COPII coat complex component
203574_at	8.97	11.35	-5.21	0.0009	0.0463	NFIL3	nuclear factor, interleukin 3 regulated
205733_at	9.51	8.28	2.34	0.0009	0.0463	BLM	Bloom syndrome, RecQ helicase-like
218697_at	8.04	9.24	-2.31	0.0009	0.0463	NCKIPSD	NCK interacting protein with SH3 domain
219961_s_at	6.9	8.82	-3.78	0.0009	0.0463	KIZ	kizuna centrosomal protein
220058_at	6.31	7.7	-2.62	0.0009	0.0463	GID4	GID complex subunit 4 homolog
223134_at	7.61	8.9	-2.43	0.0009	0.0463	BBX	bobby sox homolog (Drosophila)
225461_at	8.98	7.8	2.27	0.0009	0.0463	EHMT1	euchromatic histone-lysine N-methyltransferase 1
226194_at	7.44	6.27	2.24	0.0009	0.0463	CHAMP1	chromosome alignment maintaining phosphoprotein 1
240549_at	4.79	6.25	-2.75	0.0009	0.0463	NRSN2-AS1	NRSN2 antisense RNA 1
1559051_s_at	7.39	6.11	2.43	0.0009	0.0463	MB21D1	Mab-21 domain containing 1
209376_x_at	9.74	8.56	2.27	0.0009	0.0464	SCAF11	SR-related CTD-associated factor 11
201894_s_at	11.76	12.92	-2.25	0.0009	0.0465	SSR1	signal sequence receptor, alpha
221703_at	8.52	7.36	2.23	0.0009	0.0465	BRIP1	BRCA1 interacting protein C-terminal helicase 1
223895_s_at	7.45	6.29	2.23	0.0009	0.0466	EPN3	epsin 3
230634_x_at	7.47	6.26	2.31	0.0009	0.0466	ADAT3; SCAMP4	adenosine deaminase, tRNA-specific 3; secretory carrier membrane protein 4
227744_s_at	6.04	4.79	2.38	0.0009	0.0466	HNRNPD	heterogeneous nuclear ribonucleoprotein D
217716_s_at	11.8	12.99	-2.29	0.0009	0.0468	SEC61A1	Sec61 translocon alpha 1 subunit
212665_at	9.15	10.92	-3.42	0.0009	0.0468	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
1554740_a_at	7.55	6.27	2.42	0.0009	0.0469	IPP	intracisternal A particle-promoted polypeptide
205241_at	9.36	8.19	2.25	0.0009	0.0469	SCO2	SCO2 cytochrome c oxidase assembly protein
213780_at	5.81	4.39	2.67	0.0009	0.0469	TCHH	trichohyalin
232014_at	7.08	5.77	2.48	0.0009	0.0469	ZNF30	zinc finger protein 30
241826_x_at	4.85	3.68	2.24	0.0009	0.0469	ZNF738	zinc finger protein 738
200607_s_at	9.51	8.35	2.22	0.0009	0.0470	RAD21	RAD21 cohesin complex component
201411_s_at	9.98	8.81	2.24	0.0009	0.0470	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2
212905_at	9.07	7.81	2.4	0.0009	0.0470	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, tau variant
214710_s_at	12.24	11.08	2.23	0.0009	0.0470	CCNB1	cyclin B1
220012_at	5.69	8.35	-6.32	0.0009	0.0470	ERO1B	endoplasmic reticulum oxidoreductase beta
226762_at	8.9	7.47	2.7	0.0009	0.0470	PURB	purine-rich element binding protein B
227908_at	8.17	7.02	2.23	0.0009	0.0470	TBC1D24	TBC1 domain family, member 24
230739_at	7.07	8.26	-2.28	0.0009	0.0470	FAM210A	family with sequence similarity 210, member A
236492_at	7.36	8.58	-2.32	0.0009	0.0470	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha
243948_at	7.04	5.88	2.24	0.0009	0.0470	ZC3H14	zinc finger CCCH-type containing 14
1558678_s_at	12.71	11.21	2.83	0.0009	0.0470	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
1566509_s_at	9.82	8.64	2.27	0.0009	0.0470	FBXO9	F-box protein 9
206261_at	8.59	7.43	2.24	0.0009	0.0470	ZNF239	zinc finger protein 239
226675_s_at	10.22	8.52	3.26	0.0009	0.0470	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
235178_x_at	5.95	4.77	2.27	0.0009	0.0470	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
228899_at	9.14	7.68	2.76	0.0009	0.0470		
218681_s_at	9.64	11.17	-2.89	0.0009	0.0471	SDF2L1	stromal cell-derived factor 2-like 1
226154_at	9.31	8.11	2.31	0.0009	0.0471	DNM1L	dynamin 1-like
