ID	Nomoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
225174_at	10.12	11.64	-2.86	0.0023	0.0373	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
210879_s_at	7.4	8.43	-2.04	0.0023	0.0373	RAB11FIP5	RAB11 family interacting protein 5 (class I)
207935_s_at	6.93	5.41	2.88	0.0023	0.0373	KRT13	keratin 13, type I
212345_s_at	9.72	11.12	-2.64	0.0023	0.0373	CREB3L2	cAMP responsive element binding protein 3-like 2
216870_x_at	6.7	5.67	2.03	0.0023	0.0373	DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)
228515_at	7.07	6.07	2	0.0023	0.0374	LOC90784; POLR1A	uncharacterized LOC90784; polymerase (RNA) I polypeptide A
218634_at	8.58	9.57	-1.98	0.0023	0.0374	PHLDA3	pleckstrin homology-like domain, family A, member 3
222157_s_at	7.38	8.37	-1.99	0.0023	0.0374	WDR48	WD repeat domain 48
202074_s_at	9.14	10.29	-2.22	0.0023	0.0374	OPTN	optineurin
225610_at	9.91	11.05	-2.22	0.0023	0.0374	UHRF2	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase
204170_s_at	12.95	11.98	1.97	0.0023	0.0375	CKS2	CDC28 protein kinase regulatory subunit 2
220721_at	6.74	7.77	-2.05	0.0023	0.0375	ZNF614	zinc finger protein 614
225103_at	8.75	7.77	1.98	0.0023	0.0375	MRPL38	mitochondrial ribosomal protein L38
210544_s_at	8.7	7.68	2.03	0.0023	0.0375	ALDH3A2	aldehyde dehydrogenase 3 family, member A2
213918_s_at	10.52	8.81	3.28	0.0023	0.0375	NIPBL	Nipped-B homolog (Drosophila)
206472_s_at	6.95	5.83	2.18	0.0023	0.0375	TLE3	transducin-like enhancer of split 3
212443_at	7.02	6.04	1.97	0.0023	0.0376	NBEAL2	neurobeachin like 2
212566_at	10.26	11.28	-2.03	0.0023	0.0376	MAP4	microtubule associated protein 4
214771_x_at	10.54	9.55	1.98	0.0023	0.0376	MPRIP	myosin phosphatase Rho interacting protein
221935_s_at	6.14	4.88	2.39	0.0023	0.0376	EOGT	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
204286_s_at	8.39	10.35	-3.88	0.0023	0.0376	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
201383_s_at	7.08	8.07	-1.99	0.0023	0.0376	NBR1	neighbor of BRCA1 gene 1
235573_at	7.03	5.64	2.62	0.0023	0.0376	HSPH1	heat shock 105kDa/110kDa protein 1
201757_at	12.94	11.93	2.01	0.0024	0.0376	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)
202757_at	9.85	8.87	1.97	0.0024	0.0376	NELFB	negative elongation factor complex member B
49111_at	8.87	7.83	2.05	0.0024	0.0376	ARRB1	arrestin, beta 1
235470_at	6.95	5.25	3.26	0.0024	0.0376	LSM8; NAA38	LSM8 homolog, U6 small nuclear RNA associated; N(alpha)-acetyltransferase 38, NatC auxiliary subunit
208670_s_at	9.81	8.29	2.87	0.0024	0.0377	EID1	EP300 interacting inhibitor of differentiation 1
201090_x_at	14.36	13.24	2.18	0.0024	0.0378	TUBA1B	tubulin, alpha 1b
215543_s_at	9.16	8.07	2.13	0.0024	0.0378	LARGE	like-glycosyltransferase
225062_at	7.91	6.61	2.46	0.0024	0.0379	LOC102723360; LOC102724219; LOC102724441; LOC102724843; LOC102724951; LOC389831	uncharacterized LOC102723360; uncharacterized LOC102724219; uncharacterized LOC102724441; uncharacterized LOC102724843; uncharacterized LOC102724951; uncharacterized LOC389831
202122_s_at	10.17	9.16	2.02	0.0024	0.0379	PLIN3	perilipin 3
226426_at	9.05	7.97	2.1	0.0024	0.0379	ADNP	activity-dependent neuroprotector homeobox
222569_at	9.21	10.37	-2.23	0.0024	0.0380	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
219787_s_at	10.81	9.23	2.99	0.0024	0.0381	ECT2	epithelial cell transforming 2
226845_s_at	11.44	10.47	1.97	0.0024	0.0381	MYEOV2	myeloma overexpressed 2
204969_s_at	5.66	4.56	2.15	0.0024	0.0381	RDX	radixin
200847_s_at	11.71	12.74	-2.04	0.0024	0.0381	SARAF	store-operated calcium entry-associated regulatory factor
203314_at	9.59	8.61	1.98	0.0024	0.0381	GTPBP6	GTP binding protein 6 (putative)
212197_x_at	10.69	9.7	1.99	0.0024	0.0381	MPRIP	myosin phosphatase Rho interacting protein
226273_at	6.58	5.45	2.18	0.0024	0.0381	CLCN5	chloride channel, voltage-sensitive 5
201398_s_at	11.69	13.03	-2.53	0.0024	0.0381	TRAM1	translocation associated membrane protein 1
218222_x_at	7.73	8.86	-2.19	0.0024	0.0381	ARNT	aryl hydrocarbon receptor nuclear translocator
235138_at	5.2	6.3	-2.14	0.0024	0.0382		
238785_at	4.71	3.66	2.07	0.0024	0.0382		
222978_at	11.83	12.94	-2.16	0.0024	0.0382	SURF4	surfeit 4
201079_at	11.55	10.52	2.04	0.0024	0.0383	SYNGR2	synaptogyrin 2
201285_at	11.46	12.47	-2.01	0.0024	0.0383	MKRN1	makorin ring finger protein 1
203575_at	8.04	9.04	-2	0.0024	0.0383	CSNK2A2	casein kinase 2, alpha prime polypeptide
224435_at	10.5	9.52	1.98	0.0024	0.0383	FAM213A	family with sequence similarity 213, member A
203076_s_at	9.49	10.46	-1.96	0.0024	0.0383	SMAD2	SMAD family member 2
235258_at	7.02	8.26	-2.36	0.0024	0.0383	DCP2	decapping mRNA 2
243543_at	5.14	6.22	-2.12	0.0024	0.0384		
228188_at	8.79	9.85	-2.08	0.0024	0.0384	FOSL2	FOS-like antigen 2
218013_x_at	7.13	8.12	-1.99	0.0024	0.0385	DCTN4	dynactin 4 (p62)
226456_at	10.45	8.85	3.01	0.0024	0.0385	RMI2	RecQ mediated genome instability 2
216228_s_at	8.23	6.26	3.9	0.0024	0.0385	WDHD1	WD repeat and HMG-box DNA binding protein 1
203692_s_at	9.34	8.24	2.15	0.0024	0.0385	E2F3	E2F transcription factor 3
225640_at	9.75	10.75	-2.01	0.0024	0.0385	EBLN3	endogenous Bornavirus-like nucleoprotein 3
204728_s_at	7.58	5.71	3.65	0.0024	0.0386	WDHD1	WD repeat and HMG-box DNA binding protein 1
208958_at	4.87	6.11	-2.37	0.0024	0.0386	ERP44	endoplasmic reticulum protein 44
218269_at	10.83	9.43	2.64	0.0024	0.0386	DROSHA	drosha, ribonuclease type III
222647_at	8.44	7.46	1.96	0.0024	0.0386	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1
236113_at	6.97	5.91	2.07	0.0024	0.0386		
235191_at	5.76	7.26	-2.82	0.0024	0.0387	LINC00662	long intergenic non-protein coding RNA 662
238047_at	8.14	6.68	2.75	0.0024	0.0387	ARHGAP36	Rho GTPase activating protein 36
213235_at	9.04	8.02	2.03	0.0024	0.0387	KNOP1	lysine-rich nucleolar protein 1
226240_at	8.57	9.56	-1.98	0.0024	0.0387	TADA2B	transcriptional adaptor 2B
209088_s_at	10.36	9.05	2.48	0.0025	0.0387	UBN1	ubinuclein 1
227999_at	9.46	8.4	2.08	0.0025	0.0388	PWWP2B	PWWP domain containing 2B
237864_at	4.81	5.83	-2.03	0.0025	0.0388		
221667_s_at	10.84	9.76	2.11	0.0025	0.0388	HSPB8	heat shock 22kDa protein 8
203778_at	8.6	9.61	-2	0.0025	0.0388	MANBA	mannosidase, beta A, lysosomal
235410_at	6.23	7.2	-1.96	0.0025	0.0388	NPHP3	nephronophthisis 3 (adolescent)
219078_at	9.45	7.91	2.91	0.0025	0.0388	GPATCH2	G-patch domain containing 2
241680_at	7.45	6.21	2.35	0.0025	0.0389		
218294_s_at	9.24	7.92	2.48	0.0025	0.0389	NUP50	nucleoporin 50kDa
209256_s_at	8.85	9.82	-1.96	0.0025	0.0389	KLHDC10	kelch domain containing 10
212102_s_at	7.72	6.74	1.97	0.0025	0.0389	KPNA6	karyopherin alpha 6 (importin alpha 7)
205300_s_at	9.25	8.16	2.13	0.0025	0.0389	SNRNP35	small nuclear ribonucleoprotein, U11/U12 35kDa subunit
206034_at	7.13	8.12	-1.98	0.0025	0.0389	SERPINB8	serpin peptidase inhibitor, clade B (ovalbumin), member 8
218888_s_at	9.48	8.03	2.73	0.0025	0.0389	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
223059_s_at	8.4	9.53	-2.19	0.0025	0.0390	FAM107B	family with sequence similarity 107, member B
1552427_at	6.61	5.58	2.05	0.0025	0.0390	ZNF485	zinc finger protein 485
1554101_a_at	5.68	4.71	1.96	0.0025	0.0390	TMTC4	transmembrane and tetratricopeptide repeat containing 4
209863_s_at	6.83	5.73	2.14	0.0025	0.0390	TP63	tumor protein p63
235059_at	9.07	8	2.1	0.0025	0.0390	RAB12	RAB12, member RAS oncogene family
235065_at	6.96	8.03	-2.1	0.0025	0.0391	GAREM1	GRB2 associated regulator of MAPK1 1
233292_s_at	6.41	7.39	-1.98	0.0025	0.0392	ANKHD1; ANKHD1-EIF4EBP3	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough
222930_s_at	7.5	6.53	1.96	0.0025	0.0392	AGMAT	agmatinase
205024_s_at	9.35	7.63	3.28	0.0025	0.0393	RAD51	RAD51 recombinase
208675_s_at	11.81	12.78	-1.97	0.0025	0.0393	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
221536_s_at	10.12	9.07	2.07	0.0025	0.0393	LSG1	large 60S subunit nuclear export GTPase 1
205618_at	7.25	8.4	-2.22	0.0025	0.0393	PRRG1	proline rich Gla (G-carboxyglutamic acid) 1
204404_at	11.14	9.61	2.89	0.0025	0.0393	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporter), member 2
226005_at	10.08	8.72	2.56	0.0025	0.0394	UBE2G1	ubiquitin conjugating enzyme E2G 1
228121_at	6.81	5.72	2.14	0.0025	0.0395	TGFB2; TGFB2-OT1	transforming growth factor beta 2; TGFB2 overlapping transcript 1
1554743_x_at	4.86	6.4	-2.92	0.0025	0.0395	PMS1	PMS1 homolog 1, mismatch repair system component
232318_s_at	5.48	4.49	1.99	0.0025	0.0395	LINC00284	long intergenic non-protein coding RNA 284
212621_at	8.77	7.4	2.59	0.0025	0.0396	NEMP1	nuclear envelope integral membrane protein 1
216260_at	5.54	4.56	1.98	0.0025	0.0396	DICER1	dicer 1, ribonuclease type III
231296_at	7.14	8.16	-2.03	0.0025	0.0396		
239437_at	6.91	5.82	2.13	0.0025	0.0396		
210662_at	4.63	3.67	1.95	0.0025	0.0396	KYNU	kynureninase
223314_at	8.38	7.33	2.06	0.0025	0.0396	TSPAN14	tetraspanin 14
229235_at	7.46	6.48	1.97	0.0025	0.0396	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
210681_s_at	9.92	10.88	-1.95	0.0025	0.0396	USP15	ubiquitin specific peptidase 15
219316_s_at	8.4	9.36	-1.95	0.0025	0.0396	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2
35671_at	10.41	9.44	1.96	0.0025	0.0396	GTF3C1	general transcription factor IIIC subunit 1
201954_at	12.23	11.06	2.26	0.0025	0.0397	ARPC1B	actin related protein 2/3 complex subunit 1B
205740_s_at	9.66	8.69	1.96	0.0025	0.0397	RBM42	RNA binding motif protein 42
214437_s_at	10.29	11.48	-2.28	0.0025	0.0397	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
223364_s_at	7.6	6.63	1.96	0.0025	0.0397	DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37
220739_s_at	8.07	7.07	2	0.0025	0.0397	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
225191_at	7.81	8.8	-1.99	0.0026	0.0399	CIRBP	cold inducible RNA binding protein
232683_s_at	8.31	9.28	-1.96	0.0026	0.0399	PARP6	poly(ADP-ribose) polymerase family member 6
235005_at	8.25	7.29	1.95	0.0026	0.0400	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
205394_at	9.17	7.55	3.08	0.0026	0.0400	CHEK1	checkpoint kinase 1
206734_at	5.6	6.57	-1.96	0.0026	0.0400	JRKL	JRK-like
223542_at	9.79	8.45	2.52	0.0026	0.0400	SLF1	SMC5-SMC6 complex localization factor 1
225635_s_at	8.04	9	-1.95	0.0026	0.0400	EBLN3	endogenous Bornavirus-like nucleoprotein 3
228736_at	5.38	4.41	1.95	0.0026	0.0400	HELQ	helicase, POLQ-like
213286_at	8.07	6.92	2.23	0.0026	0.0400	ZFR	zinc finger RNA binding protein
218131_s_at	8.95	7.99	1.95	0.0026	0.0400	GATAD2A	GATA zinc finger domain containing 2A
221688_s_at	9.66	8.62	2.06	0.0026	0.0401	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
224562_at	9.48	10.54	-2.09	0.0026	0.0401	WASF2	WAS protein family, member 2
219795_at	8.04	6.08	3.89	0.0026	0.0401	SLC6A14	solute carrier family 6 (amino acid transporter), member 14
223176_at	8	6.89	2.16	0.0026	0.0401	KCTD20	potassium channel tetramerization domain containing 20
201894_s_at	11.76	13.02	-2.41	0.0026	0.0401	SSR1	signal sequence receptor, alpha
204751_x_at	6.89	8.64	-3.35	0.0026	0.0401	DSC2	desmocollin 2
219889_at	7.14	6.12	2.03	0.0026	0.0402	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
222774_s_at	7.99	6.95	2.06	0.0026	0.0402	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
226501_at	8.7	7.64	2.08	0.0026	0.0402	XPNPEP3	X-prolyl aminopeptidase 3, mitochondrial
219528_s_at	7.37	6.22	2.22	0.0026	0.0403	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
213718_at	9.17	8.21	1.95	0.0026	0.0403	RBM4	RNA binding motif protein 4
229344_x_at	8	9.01	-2.02	0.0026	0.0403	RIMKLB	ribosomal modification protein rimK-like family member B
200772_x_at	12.2	11.23	1.95	0.0026	0.0403	LOC728026; PTMA	prothymosin alpha-like; prothymosin, alpha
219531_at	6.99	5.74	2.37	0.0026	0.0403	CEP72	centrosomal protein 72kDa
208980_s_at	12.89	13.86	-1.96	0.0026	0.0403	UBC	ubiquitin C
211212_s_at	7.64	6.48	2.24	0.0026	0.0403	ORC5	origin recognition complex subunit 5
210405_x_at	7.21	8.17	-1.95	0.0026	0.0404	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
235662_at	4.63	5.62	-1.98	0.0026	0.0404		
200779_at	11.94	12.92	-1.97	0.0026	0.0404	ATF4	activating transcription factor 4
208684_at	10.74	11.77	-2.04	0.0026	0.0404	COPA	coatomer protein complex subunit alpha
211769_x_at	10.46	11.52	-2.09	0.0026	0.0404	SERINC3	serine incorporator 3
219397_at	9.82	10.93	-2.17	0.0026	0.0404	COQ10B	coenzyme Q10B
222538_s_at	7.08	6.11	1.96	0.0026	0.0404	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
223109_at	10.02	9.04	1.97	0.0026	0.0404	TRUB2	TruB pseudouridine (psi) synthase family member 2
225242_s_at	4.36	5.34	-1.97	0.0026	0.0404	CCDC80	coiled-coil domain containing 80
226321_at	8.9	10.89	-3.97	0.0026	0.0404	LYSMD3	LysM, putative peptidoglycan-binding, domain containing 3
238915_at	6.76	5.58	2.26	0.0026	0.0404	SMIM10L1	small integral membrane protein 10 like 1
218130_at	8.77	7.82	1.94	0.0026	0.0404	C17orf62	chromosome 17 open reading frame 62
225440_at	9.54	8.57	1.96	0.0026	0.0404	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
210788_s_at	9.58	10.55	-1.95	0.0026	0.0404	DHRS7	dehydrogenase/reductase (SDR family) member 7
218190_s_at	12.01	11.05	1.94	0.0026	0.0404	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
218700_s_at	6.48	5.38	2.15	0.0026	0.0404	RAB29	RAB29, member RAS oncogene family
221014_s_at	7.73	8.94	-2.32	0.0026	0.0404	RAB33B	RAB33B, member RAS oncogene family
236721_at	6.67	7.89	-2.34	0.0026	0.0404	ALKBH1	alkB homolog 1, histone H2A dioxygenase
243042_at	4.26	5.32	-2.08	0.0026	0.0404	FAM73A	family with sequence similarity 73, member A
209603_at	11.95	10.76	2.29	0.0026	0.0405	GATA3	GATA binding protein 3
1552329_at	7.11	5.52	3.01	0.0026	0.0405	RBBP6	retinoblastoma binding protein 6
210534_s_at	7.14	8.3	-2.25	0.0026	0.0405	B9D1	B9 protein domain 1
207243_s_at	13.98	12.98	2	0.0026	0.0405	CALM2	calmodulin 2 (phosphorylase kinase, delta)
236450_at	4.01	4.98	-1.95	0.0026	0.0405		
213333_at	7.73	6.74	1.99	0.0026	0.0405	MDH2	malate dehydrogenase 2
219586_at	6.43	7.61	-2.25	0.0026	0.0405	WDR59	WD repeat domain 59
222130_s_at	9.55	8.46	2.13	0.0026	0.0405	FTSJ2	FtsJ RNA methyltransferase homolog 2 (E. coli)
225964_at	8.02	9.13	-2.14	0.0026	0.0406	ZXDC	ZXD family zinc finger C
209031_at	7.59	8.61	-2.03	0.0026	0.0406	CADM1	cell adhesion molecule 1
229001_at	7.05	8.03	-1.97	0.0026	0.0406	PPP1R3E	protein phosphatase 1, regulatory subunit 3E
208445_s_at	9.98	8.95	2.05	0.0026	0.0406	BAZ1B	bromodomain adjacent to zinc finger domain 1B
208798_x_at	6.93	7.93	-2.01	0.0027	0.0407	GOLGA8A	golgin A8 family, member A
1552486_s_at	6.61	5.3	2.47	0.0027	0.0407	LACTB	lactamase, beta
202449_s_at	11.43	10.46	1.96	0.0027	0.0407	RXRA	retinoid X receptor alpha
208818_s_at	11.08	9.95	2.19	0.0027	0.0408	COMT	catechol-O-methyltransferase
222902_s_at	8	6.92	2.11	0.0027	0.0408	EXO5	exonuclease 5
203935_at	8.4	9.4	-2	0.0027	0.0408	ACVR1	activin A receptor type I
230009_at	6	5.04	1.95	0.0027	0.0408	FAM118B	family with sequence similarity 118, member B
203967_at	8.37	10.04	-3.18	0.0027	0.0409	CDC6	cell division cycle 6
205235_s_at	8.45	7.47	1.97	0.0027	0.0409	KIF20B	kinesin family member 20B
224828_at	7.18	8.37	-2.27	0.0027	0.0409	CPEB4	cytoplasmic polyadenylation element binding protein 4
215921_at	4.59	5.54	-1.94	0.0027	0.0409	NPIPB11; NPIPB3; NPIPB4; NPIPB5	nuclear pore complex interacting protein family, member B11; nuclear pore complex interacting protein family, member B3; nuclear pore complex interacting protein family, member B4; nuclear pore complex interacting protein family, member B5
201910_at	8.44	7.37	2.1	0.0027	0.0409	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
215501_s_at	5.97	7.28	-2.48	0.0027	0.0409	DUSP10	dual specificity phosphatase 10
229885_at	8.27	6.46	3.49	0.0027	0.0409	RSF1	remodeling and spacing factor 1
232781_at	7.25	6.16	2.13	0.0027	0.0409	LHX4	LIM homeobox 4
201843_s_at	6.42	5.17	2.39	0.0027	0.0409	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1
225236_at	9.43	10.65	-2.34	0.0027	0.0409	RBM18	RNA binding motif protein 18
228500_at	6.58	7.54	-1.94	0.0027	0.0409	THAP8	THAP domain containing 8
220753_s_at	8.35	9.3	-1.94	0.0027	0.0409	CRYL1	crystallin lambda 1
239406_at	7.33	6.36	1.96	0.0027	0.0410	ZSCAN9	zinc finger and SCAN domain containing 9
240317_at	6.81	5.78	2.03	0.0027	0.0410	PCDHB4	protocadherin beta 4
205842_s_at	6.89	5.77	2.18	0.0027	0.0410	JAK2	Janus kinase 2
217977_at	11.24	10.23	2.02	0.0027	0.0410	MSRB1	methionine sulfoxide reductase B1
229106_at	8.47	7.42	2.07	0.0027	0.0410	DYNLL2	dynein, light chain, LC8-type 2
226364_at	8.56	7.32	2.36	0.0027	0.0410	HIP1	huntingtin interacting protein 1
212622_at	9.43	11.11	-3.2	0.0027	0.0411	TMEM41B	transmembrane protein 41B
217912_at	9.52	8.56	1.96	0.0027	0.0411	DUS1L	dihydrouridine synthase 1-like
218851_s_at	4.46	5.89	-2.7	0.0027	0.0411	WDR33	WD repeat domain 33
207275_s_at	7.73	8.69	-1.94	0.0027	0.0411	ACSL1	acyl-CoA synthetase long-chain family member 1
204146_at	9.34	7.3	4.12	0.0027	0.0411	RAD51AP1	RAD51 associated protein 1
211969_at	14.24	13.29	1.94	0.0027	0.0412	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
202539_s_at	10.06	11.16	-2.15	0.0027	0.0412	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
230535_s_at	5.82	4.82	2	0.0027	0.0412	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
203710_at	6.24	7.28	-2.05	0.0027	0.0412	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1
213064_at	9.05	7.64	2.66	0.0027	0.0412	ZC3H14	zinc finger CCCH-type containing 14
226164_x_at	5.38	6.48	-2.14	0.0027	0.0412	RIMKLB	ribosomal modification protein rimK-like family member B
212478_at	6.8	7.78	-1.96	0.0027	0.0413	RMND5A	required for meiotic nuclear division 5 homolog A
235414_at	5.21	6.48	-2.41	0.0027	0.0413	ZNF383	zinc finger protein 383
204641_at	8.98	7.27	3.26	0.0027	0.0414	NEK2	NIMA-related kinase 2
214658_at	9.07	10.27	-2.3	0.0027	0.0414	TMED7	transmembrane p24 trafficking protein 7
226991_at	8.22	7.24	1.97	0.0027	0.0414	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
205965_at	9.47	8.44	2.04	0.0027	0.0414	BATF	basic leucine zipper transcription factor, ATF-like
204262_s_at	7.31	6.31	2	0.0027	0.0414	PSEN2	presenilin 2
202535_at	10.06	9.04	2.02	0.0027	0.0414	FADD	Fas (TNFRSF6)-associated via death domain
205480_s_at	11.78	12.93	-2.23	0.0027	0.0414	UGP2	UDP-glucose pyrophosphorylase 2
226912_at	8.09	6.83	2.39	0.0027	0.0414	ZDHHC23	zinc finger, DHHC-type containing 23
200749_at	11.07	9.17	3.73	0.0027	0.0415	RAN	RAN, member RAS oncogene family
218027_at	11.07	9.95	2.18	0.0027	0.0415	MRPL15	mitochondrial ribosomal protein L15
230557_at	6.12	7.11	-1.98	0.0027	0.0415	XRRA1	X-ray radiation resistance associated 1
231698_at	5.67	6.81	-2.21	0.0027	0.0415	FLJ36848	uncharacterized LOC647115
206593_s_at	8.38	7.25	2.17	0.0027	0.0415	MED22	mediator complex subunit 22
226269_at	9.15	7.07	4.21	0.0027	0.0415	GDAP1	ganglioside induced differentiation associated protein 1
241370_at	5.84	6.83	-1.99	0.0027	0.0415	LOC286052; TMEM65	uncharacterized LOC286052; transmembrane protein 65
238756_at	9.27	8.01	2.4	0.0027	0.0415	GAS2L3	growth arrest-specific 2 like 3
200682_s_at	11.16	10.21	1.93	0.0027	0.0415	UBE2L3	ubiquitin conjugating enzyme E2L 3
224879_at	10.17	9.16	2.02	0.0027	0.0415	TMEM261	transmembrane protein 261
228240_at	7.36	8.49	-2.18	0.0027	0.0415	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
238622_at	7.32	9.29	-3.9	0.0027	0.0415	RAP2B	RAP2B, member of RAS oncogene family
232080_at	8.66	7.7	1.94	0.0028	0.0416	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
214691_x_at	4.48	5.5	-2.03	0.0028	0.0416	FAM63B	family with sequence similarity 63, member B
203227_s_at	8.51	9.48	-1.95	0.0028	0.0416	TSPAN31	tetraspanin 31
229288_at	6.76	5.59	2.25	0.0028	0.0416	EPHA7	EPH receptor A7
228340_at	8.13	6.74	2.61	0.0028	0.0416	TLE3	transducin-like enhancer of split 3
215440_s_at	8.42	9.84	-2.69	0.0028	0.0417	BEX4	brain expressed X-linked 4
1558747_at	6.16	4.7	2.74	0.0028	0.0417	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
229800_at	8.92	6.9	4.08	0.0028	0.0417	DCLK1	doublecortin-like kinase 1
200020_at	12.24	10.91	2.52	0.0028	0.0417	TARDBP	TAR DNA binding protein
214061_at	8.67	7.61	2.1	0.0028	0.0417	TBC1D31	TBC1 domain family, member 31
212845_at	8.81	10.16	-2.56	0.0028	0.0417	SAMD4A	sterile alpha motif domain containing 4A
201985_at	10.42	9.31	2.15	0.0028	0.0417	KIAA0196	KIAA0196
227757_at	7.34	8.37	-2.04	0.0028	0.0418	CUL4A	cullin 4A
229332_at	6.24	4.8	2.7	0.0028	0.0418	HPDL	4-hydroxyphenylpyruvate dioxygenase-like
212724_at	11.05	12.22	-2.26	0.0028	0.0418	RND3	Rho family GTPase 3
228433_at	7.45	8.55	-2.14	0.0028	0.0419	NFYA	nuclear transcription factor Y subunit alpha
229674_at	7.94	6.87	2.1	0.0028	0.0419	SERTAD4	SERTA domain containing 4
232138_at	5.27	7	-3.32	0.0028	0.0419	MBNL2	muscleblind-like splicing regulator 2
233595_at	6.07	7.03	-1.94	0.0028	0.0419	USP34	ubiquitin specific peptidase 34
235240_at	6.23	7.19	-1.93	0.0028	0.0419	ATXN3	ataxin 3
215167_at	6.37	7.37	-1.99	0.0028	0.0419	MED14	mediator complex subunit 14
53202_at	6.09	5.12	1.96	0.0028	0.0419	C7orf25	chromosome 7 open reading frame 25
222767_s_at	9.17	10.18	-2.01	0.0028	0.0419	C12orf49	chromosome 12 open reading frame 49
225627_s_at	6.27	5.29	1.97	0.0028	0.0419	CACHD1	cache domain containing 1
1568012_at	4.75	3.78	1.96	0.0028	0.0419	CLIP1	CAP-GLY domain containing linker protein 1
235006_at	7.78	6.8	1.97	0.0028	0.0420	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
1559827_at	7.52	8.64	-2.18	0.0028	0.0420	LINC00960	long intergenic non-protein coding RNA 960
213089_at	7.21	8.18	-1.96	0.0028	0.0421	LOC100272216	uncharacterized LOC100272216
229859_at	6.09	5.14	1.93	0.0028	0.0421		
225779_at	7.94	6.67	2.41	0.0028	0.0421	SLC27A4	solute carrier family 27 (fatty acid transporter), member 4
204343_at	8.49	7.55	1.93	0.0028	0.0421	ABCA3	ATP binding cassette subfamily A member 3
213090_s_at	9.52	8.57	1.93	0.0028	0.0421	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa
40465_at	10.25	9.28	1.96	0.0028	0.0422	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
228273_at	12.37	11.07	2.47	0.0028	0.0422	PRR11	proline rich 11
209984_at	7.57	8.75	-2.26	0.0028	0.0423	KDM4C	lysine (K)-specific demethylase 4C
212989_at	8.63	7.54	2.14	0.0028	0.0423	SGMS1	sphingomyelin synthase 1
213088_s_at	11.41	10.06	2.55	0.0028	0.0423	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9
228568_at	7.06	6.09	1.95	0.0028	0.0423	MYZAP	myocardial zonula adherens protein
200800_s_at	12.45	10.75	3.25	0.0028	0.0424	HSPA1A; HSPA1B	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
219014_at	7.21	8.51	-2.46	0.0028	0.0424	PLAC8	placenta specific 8
219219_at	7.5	6.49	2.01	0.0028	0.0424	TMEM160	transmembrane protein 160
221534_at	8.55	9.51	-1.94	0.0028	0.0424	C11orf68	chromosome 11 open reading frame 68
222510_s_at	8.08	9.14	-2.08	0.0028	0.0424	MKRN2	makorin ring finger protein 2
235049_at	7.1	5.59	2.86	0.0028	0.0424	ADCY1	adenylate cyclase 1 (brain)
221480_at	7.64	6.19	2.74	0.0028	0.0424	HNRNPD	heterogeneous nuclear ribonucleoprotein D
