ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
219207_at	8.31	9.11	-1.74	0.0043	0.0349	EDC3	enhancer of mRNA decapping 3
222751_at	7.82	8.53	-1.63	0.0043	0.0349	HERPUD2	HERPUD family member 2
229433_at	6.78	7.53	-1.68	0.0043	0.0349	RBM26	RNA binding motif protein 26
203067_at	10.4	11.06	-1.58	0.0043	0.0349	PDHX	pyruvate dehydrogenase complex, component X
209447_at	6.11	5.01	2.15	0.0043	0.0349	SYNE1	spectrin repeat containing, nuclear envelope 1
211168_s_at	10.19	9.54	1.57	0.0043	0.0349	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)
228918_at	6.72	5.99	1.66	0.0043	0.0349	SLC43A2	solute carrier family 43 (amino acid system L transporter), member 2
221997_s_at	8.51	7.79	1.64	0.0043	0.0350	MRPL52	mitochondrial ribosomal protein L52
211296_x_at	14.07	14.72	-1.57	0.0043	0.0350	UBC	ubiquitin C
223248_at	8.85	9.52	-1.6	0.0043	0.0350	HSDL1	hydroxysteroid dehydrogenase like 1
224862_at	8.57	7.91	1.57	0.0043	0.0350	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
202307_s_at	8.44	9.16	-1.65	0.0043	0.0350	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
217970_s_at	10.15	9.49	1.58	0.0043	0.0350	CNOT6	CCR4-NOT transcription complex subunit 6
222573_s_at	8.27	9.11	-1.79	0.0043	0.0350	SAV1	salvador family WW domain containing protein 1
201876_at	10.77	10.1	1.59	0.0043	0.0350	PON2	paraoxonase 2
201964_at	9.08	9.79	-1.63	0.0043	0.0350	SETX	senataxin
219241_x_at	9.11	8.44	1.58	0.0043	0.0350	SSH3	slingshot protein phosphatase 3
227446_s_at	8.65	9.33	-1.6	0.0043	0.0350	DHRS4-AS1	DHRS4 antisense RNA 1
236019_at	6.35	7.02	-1.59	0.0043	0.0350	RAB12	RAB12, member RAS oncogene family
240399_at	4.82	5.48	-1.57	0.0043	0.0350		
214894_x_at	7.72	7.06	1.57	0.0043	0.0351	KIAA0754; MACF1	KIAA0754; microtubule-actin crosslinking factor 1
213164_at	9.1	9.76	-1.59	0.0043	0.0351	SLC5A3	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3
211976_at	9.28	8.6	1.61	0.0043	0.0351	NUDT3	nudix hydrolase 3
200999_s_at	11.62	12.27	-1.57	0.0043	0.0352	CKAP4	cytoskeleton-associated protein 4
221027_s_at	8.77	9.44	-1.59	0.0043	0.0352	PLA2G12A	phospholipase A2, group XIIA
236312_at	7.63	6.91	1.64	0.0043	0.0352	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
1552977_a_at	6.79	7.49	-1.62	0.0044	0.0352	CNPY3	canopy FGF signaling regulator 3
201491_at	12.47	11.78	1.6	0.0044	0.0352	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)
232690_at	7.46	6.81	1.58	0.0044	0.0352		
217426_at	5.77	4.87	1.87	0.0044	0.0352		
209067_s_at	11.25	11.91	-1.57	0.0044	0.0352	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
203598_s_at	8.09	8.76	-1.59	0.0044	0.0353	WBP4	WW domain binding protein 4
204589_at	8.72	8.07	1.57	0.0044	0.0353	NUAK1	NUAK family, SNF1-like kinase, 1
219244_s_at	9.94	9.18	1.7	0.0044	0.0353	MRPL46	mitochondrial ribosomal protein L46
218531_at	8.52	9.17	-1.57	0.0044	0.0353	TMEM134	transmembrane protein 134
213246_at	10.53	9.68	1.8	0.0044	0.0354	TMEM251	transmembrane protein 251
202098_s_at	9.9	10.76	-1.83	0.0044	0.0354	PRMT2	protein arginine methyltransferase 2
228822_s_at	9.12	9.77	-1.57	0.0044	0.0354	USP16	ubiquitin specific peptidase 16
222446_s_at	9.73	10.47	-1.66	0.0044	0.0354	BACE2	beta-site APP-cleaving enzyme 2
221049_s_at	6.92	7.67	-1.69	0.0044	0.0354	POLL	polymerase (DNA directed), lambda
244871_s_at	7.54	8.37	-1.78	0.0044	0.0355	USP32	ubiquitin specific peptidase 32
223558_at	8.38	7.73	1.57	0.0044	0.0355	INIP	INTS3 and NABP interacting protein
223167_s_at	5.96	6.76	-1.73	0.0044	0.0355	USP25	ubiquitin specific peptidase 25
206027_at	5.91	6.6	-1.62	0.0044	0.0355	S100A3	S100 calcium binding protein A3
229943_at	6.56	5.76	1.74	0.0044	0.0355	TRIM13	tripartite motif containing 13
235451_at	8.51	9.17	-1.59	0.0044	0.0355	SMAD5	SMAD family member 5
213349_at	9.34	9.99	-1.57	0.0044	0.0355	TMCC1	transmembrane and coiled-coil domain family 1
204331_s_at	10.03	9.09	1.93	0.0044	0.0355	MRPS12	mitochondrial ribosomal protein S12
212736_at	8.55	7.55	2	0.0044	0.0355	C16orf45	chromosome 16 open reading frame 45
226329_s_at	6.85	7.56	-1.63	0.0044	0.0355	MITD1	microtubule interacting and trafficking domain containing 1
226833_at	8.33	9.06	-1.65	0.0044	0.0355	CYB5D1	cytochrome b5 domain containing 1
232978_at	4.47	5.13	-1.58	0.0044	0.0355		
243740_at	4.31	3.66	1.57	0.0044	0.0355	ZNF639	zinc finger protein 639
219925_at	4.69	4.04	1.57	0.0044	0.0356	ZMYM6	zinc finger, MYM-type 6
214291_at	7.63	8.31	-1.6	0.0044	0.0356	RPL17; RPL17-C18orf32	ribosomal protein L17; RPL17-C18orf32 readthrough
224970_at	7.99	7.31	1.59	0.0044	0.0357	NFIA	nuclear factor I/A
227516_at	7.5	6.74	1.69	0.0044	0.0357	SF3A1	splicing factor 3a, subunit 1, 120kDa
209669_s_at	12.22	11.4	1.77	0.0044	0.0357	SERBP1	SERPINE1 mRNA binding protein 1
221536_s_at	10.12	9.37	1.69	0.0044	0.0357	LSG1	large 60S subunit nuclear export GTPase 1
225644_at	9.96	9.3	1.59	0.0044	0.0358	CCDC117	coiled-coil domain containing 117
213076_at	7.92	8.59	-1.59	0.0044	0.0358	ITPKC	inositol-trisphosphate 3-kinase C
238753_at	8.85	8.16	1.62	0.0045	0.0358	NCS1	neuronal calcium sensor 1
1563209_a_at	5.63	6.28	-1.57	0.0045	0.0358	MACROD2	MACRO domain containing 2
221250_s_at	7.87	7.23	1.57	0.0045	0.0359	MXD3	MAX dimerization protein 3
225595_at	5.58	6.37	-1.73	0.0045	0.0359	CREBZF	CREB/ATF bZIP transcription factor
236951_at	5.61	6.26	-1.57	0.0045	0.0359	NSFL1C	NSFL1 (p97) cofactor (p47)
220985_s_at	6.91	7.55	-1.57	0.0045	0.0359	RNF170	ring finger protein 170
223136_at	9.23	9.87	-1.57	0.0045	0.0359	AIG1	androgen-induced 1
239789_at	6.82	6.12	1.63	0.0045	0.0359	C11orf49	chromosome 11 open reading frame 49
202395_at	10.7	11.36	-1.57	0.0045	0.0359	NSF	N-ethylmaleimide-sensitive factor
223172_s_at	9.07	9.87	-1.74	0.0045	0.0360	MTFP1	mitochondrial fission process 1
1569334_at	4.54	5.22	-1.6	0.0045	0.0360	STRA6	stimulated by retinoic acid 6
227251_at	6.39	7.07	-1.6	0.0045	0.0360	DCAF5	DDB1 and CUL4 associated factor 5
1565717_s_at	5.92	5.15	1.7	0.0045	0.0360	FUS	FUS RNA binding protein
216159_s_at	6.34	7	-1.58	0.0045	0.0361		
225130_at	6.91	7.56	-1.57	0.0045	0.0361	ZRANB1	zinc finger, RAN-binding domain containing 1
203963_at	12.26	11.62	1.56	0.0045	0.0361	CA12	carbonic anhydrase XII
206864_s_at	4.98	6.13	-2.21	0.0045	0.0361	HRK	harakiri, BCL2 interacting protein
222315_at	7.04	6.32	1.64	0.0045	0.0361	LOC100996756	uncharacterized LOC100996756
204314_s_at	9.48	10.13	-1.56	0.0045	0.0362	CREB1	cAMP responsive element binding protein 1
229018_at	8.16	7.52	1.57	0.0045	0.0362	METTL25	methyltransferase like 25
212137_at	11.57	10.91	1.58	0.0045	0.0363	LARP1	La ribonucleoprotein domain family, member 1
240104_at	7.23	6.58	1.56	0.0045	0.0363		
223697_x_at	10.05	9.4	1.57	0.0045	0.0363	C9orf64	chromosome 9 open reading frame 64
214036_at	8.07	7.42	1.57	0.0045	0.0363	EFNA5	ephrin-A5
216384_x_at	11.89	11.24	1.57	0.0045	0.0363	LOC100506248; LOC728026; PTMA; PTMAP5	prothymosin alpha; prothymosin alpha-like; prothymosin, alpha; prothymosin, alpha pseudogene 5
222656_at	6.3	6.98	-1.61	0.0045	0.0364	UBE2W	ubiquitin-conjugating enzyme E2W (putative)
223376_s_at	8.5	9.2	-1.62	0.0046	0.0365	BRI3	brain protein I3
231067_s_at	3.85	5.11	-2.4	0.0046	0.0365	AKAP12	A kinase (PRKA) anchor protein 12
230000_at	6.56	5.83	1.66	0.0046	0.0365	RNF213	ring finger protein 213
221079_s_at	7.09	6.44	1.57	0.0046	0.0365	METTL2A; METTL2B	methyltransferase like 2A; methyltransferase like 2B
228124_at	9.05	8.4	1.56	0.0046	0.0365	ABHD12	abhydrolase domain containing 12
1569867_at	6.51	5.87	1.57	0.0046	0.0365	EME2	essential meiotic structure-specific endonuclease subunit 2
1555858_at	6.17	6.83	-1.58	0.0046	0.0365	THUMPD3-AS1	THUMPD3 antisense RNA 1
212287_at	9.48	8.83	1.57	0.0046	0.0366	SUZ12	SUZ12 polycomb repressive complex 2 subunit
223511_at	5.98	5.33	1.57	0.0046	0.0366	SPRTN	SprT-like N-terminal domain
203287_at	8.57	7.85	1.64	0.0046	0.0366	LAD1	ladinin 1
223270_at	8.24	8.89	-1.56	0.0046	0.0366	CTDSPL2	CTD small phosphatase like 2
243027_at	6.53	5.78	1.69	0.0046	0.0366	IGSF5	immunoglobulin superfamily, member 5
214002_at	7.49	8.14	-1.57	0.0046	0.0366	MYL6	myosin light chain 6
225643_at	10.16	9.35	1.75	0.0046	0.0366	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like
224631_at	7.49	6.79	1.63	0.0046	0.0366	ZFP91	ZFP91 zinc finger protein
235583_at	6.45	7.13	-1.61	0.0046	0.0366	ILDR1	immunoglobulin-like domain containing receptor 1
237571_at	4.03	4.76	-1.66	0.0046	0.0366		
1556429_a_at	5.22	4.57	1.56	0.0046	0.0367	TBC1D31	TBC1 domain family, member 31
201175_at	10.21	10.85	-1.56	0.0046	0.0367	TMX2	thioredoxin-related transmembrane protein 2
204218_at	9.56	8.91	1.57	0.0046	0.0367	ANAPC15	anaphase promoting complex subunit 15
220917_s_at	6.43	7.08	-1.56	0.0046	0.0367	WDR19	WD repeat domain 19
212792_at	8.13	6.98	2.22	0.0046	0.0367	DPY19L1	dpy-19-like 1 (C. elegans)
201088_at	12.86	12.13	1.65	0.0046	0.0367	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
208663_s_at	9.63	8.97	1.57	0.0046	0.0368	TTC3	tetratricopeptide repeat domain 3
217965_s_at	10.03	10.76	-1.66	0.0046	0.0368	SAP30BP	SAP30 binding protein
222361_at	7.49	6.53	1.94	0.0046	0.0368	TUBBP5	tubulin, beta pseudogene 5
218349_s_at	9.28	8.23	2.06	0.0046	0.0368	ZWILCH	zwilch kinetochore protein
204312_x_at	8.05	8.76	-1.64	0.0046	0.0369	CREB1	cAMP responsive element binding protein 1
225382_at	7.82	8.46	-1.56	0.0046	0.0369	ZNF275	zinc finger protein 275
231819_at	5.31	5.97	-1.58	0.0046	0.0369	CEBPZOS; LOC105374463	CEBPZ opposite strand; uncharacterized LOC105374463
225771_at	11.05	10.38	1.58	0.0046	0.0369	AP1G1	adaptor-related protein complex 1, gamma 1 subunit
1561179_s_at	7.9	7.22	1.6	0.0046	0.0369	AMZ1	archaelysin family metallopeptidase 1
225733_at	7.91	7.26	1.57	0.0046	0.0369	B3GALT6	UDP-Gal:betaGal beta 1,3-galactosyltransferase 6
235068_at	7.64	6.76	1.85	0.0046	0.0369	ZDHHC21	zinc finger, DHHC-type containing 21
239930_at	4.36	5.03	-1.59	0.0046	0.0370	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
1569312_at	5.36	6	-1.56	0.0046	0.0370		
33850_at	8.23	8.91	-1.6	0.0046	0.0370	MAP4	microtubule associated protein 4
203135_at	8.73	9.39	-1.58	0.0046	0.0370	TBP	TATA box binding protein
228423_at	6.57	7.24	-1.59	0.0046	0.0370	MAP9	microtubule-associated protein 9
227974_at	8.33	7.17	2.24	0.0046	0.0370		
231272_at	7.67	7.02	1.57	0.0046	0.0370	MED7	mediator complex subunit 7
236046_at	6.02	5.29	1.66	0.0047	0.0370	CCDC127	coiled-coil domain containing 127
207392_x_at	6.77	6.05	1.64	0.0047	0.0371	UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15
215499_at	9.43	8.78	1.57	0.0047	0.0371	MAP2K3	mitogen-activated protein kinase kinase 3
217427_s_at	8.24	7.32	1.89	0.0047	0.0371	HIRA	histone cell cycle regulator
220520_s_at	5.9	6.69	-1.74	0.0047	0.0371	NUP62CL	nucleoporin 62kDa C-terminal like
222854_s_at	6.48	7.13	-1.56	0.0047	0.0371	GEMIN8	gem nuclear organelle associated protein 8
226880_at	12.56	11.89	1.6	0.0047	0.0371	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1
227745_at	5.69	6.37	-1.61	0.0047	0.0371	RNF139-AS1	RNF139 antisense RNA 1 (head to head)
225612_s_at	6.11	6.76	-1.56	0.0047	0.0371	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
209598_at	4.42	5.46	-2.05	0.0047	0.0371	PNMA2	paraneoplastic Ma antigen 2
213334_x_at	8.92	8.24	1.61	0.0047	0.0371	HAUS7	HAUS augmin like complex subunit 7
239501_at	4.52	5.32	-1.74	0.0047	0.0371		
223147_s_at	7.06	6.41	1.57	0.0047	0.0371	WDR33	WD repeat domain 33
1554099_a_at	6.08	6.75	-1.59	0.0047	0.0371	SPIN3	spindlin family, member 3
224260_at	6.55	5.87	1.61	0.0047	0.0371		
226579_at	9.47	8.75	1.65	0.0047	0.0371		
230964_at	8.97	8.19	1.72	0.0047	0.0371	FREM2	FRAS1 related extracellular matrix protein 2
202314_at	10.22	10.93	-1.64	0.0047	0.0372	CYP51A1; LRRD1	cytochrome P450, family 51, subfamily A, polypeptide 1; leucine-rich repeats and death domain containing 1
215090_x_at	8.73	9.42	-1.62	0.0047	0.0372	LOC440434	aminopeptidase puromycin sensitive pseudogene
218395_at	9.39	10.04	-1.56	0.0047	0.0372	ACTR6	ARP6 actin-related protein 6 homolog (yeast)
239140_at	3.58	4.3	-1.65	0.0047	0.0372		
208755_x_at	12.93	12.29	1.56	0.0047	0.0372	H3F3A; H3F3AP4	H3 histone, family 3A; H3 histone, family 3A, pseudogene 4
1569362_at	4.09	5.01	-1.9	0.0047	0.0372	ALCAM	activated leukocyte cell adhesion molecule
221830_at	9.99	10.71	-1.64	0.0047	0.0372	RAP2A	RAP2A, member of RAS oncogene family
238538_at	9.65	10.3	-1.57	0.0047	0.0372	ANKRD11	ankyrin repeat domain 11
241965_at	7.15	7.85	-1.63	0.0047	0.0372		
213883_s_at	8.71	9.35	-1.57	0.0047	0.0372	TM2D1	TM2 domain containing 1
208634_s_at	8.97	8.3	1.59	0.0047	0.0372	KIAA0754; MACF1	KIAA0754; microtubule-actin crosslinking factor 1
223713_at	6.12	6.76	-1.56	0.0047	0.0373	RSPH3	radial spoke 3 homolog (Chlamydomonas)
211938_at	12.22	12.86	-1.56	0.0047	0.0373	EIF4B	eukaryotic translation initiation factor 4B
244732_at	7.21	6.57	1.56	0.0047	0.0373		
209031_at	7.59	8.34	-1.68	0.0047	0.0373	CADM1	cell adhesion molecule 1
209808_x_at	6.85	7.5	-1.57	0.0047	0.0373	ING1	inhibitor of growth family member 1
210427_x_at	13.11	13.75	-1.56	0.0047	0.0373	ANXA2	annexin A2
212642_s_at	8	8.72	-1.64	0.0047	0.0373	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
226920_at	7.34	6.69	1.56	0.0047	0.0373	CSNK1A1	casein kinase 1, alpha 1
227841_at	7.22	6.53	1.62	0.0047	0.0373	AMDHD2	amidohydrolase domain containing 2
235286_at	5.07	4.11	1.96	0.0047	0.0373		
235429_at	7.04	7.78	-1.67	0.0047	0.0373	EIF3E	eukaryotic translation initiation factor 3, subunit E
205583_s_at	7.17	7.81	-1.56	0.0047	0.0373	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
219002_at	8.59	7.91	1.6	0.0047	0.0374	FASTKD1	FAST kinase domains 1
228569_at	7.62	8.28	-1.58	0.0047	0.0374	PAPOLA	poly(A) polymerase alpha
212176_at	9.2	9.85	-1.56	0.0047	0.0374	PNISR	PNN-interacting serine/arginine-rich protein
216091_s_at	6.29	7.16	-1.82	0.0047	0.0374	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
228442_at	7.61	6.62	1.99	0.0047	0.0374	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
233264_at	5.03	4.39	1.56	0.0047	0.0374		
203723_at	6.06	5.42	1.56	0.0047	0.0374	ITPKB	inositol-trisphosphate 3-kinase B
1555882_at	7.76	8.52	-1.69	0.0047	0.0374	SPIN3	spindlin family, member 3
227288_at	6.8	6.15	1.57	0.0047	0.0375	SREK1IP1	SREK1-interacting protein 1
222448_s_at	9.42	10.11	-1.61	0.0047	0.0375	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic
223267_at	10.12	9.34	1.72	0.0047	0.0375	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
1557077_a_at	5.69	6.34	-1.58	0.0047	0.0375	LOC105372966	uncharacterized LOC105372966
205018_s_at	6.33	7.03	-1.62	0.0048	0.0376	MBNL2	muscleblind-like splicing regulator 2
227825_at	6.85	7.53	-1.6	0.0048	0.0376	NAIF1	nuclear apoptosis inducing factor 1
202073_at	6.04	6.74	-1.62	0.0048	0.0376	OPTN	optineurin
213896_x_at	6.98	7.78	-1.74	0.0048	0.0376	FAM149B1	family with sequence similarity 149, member B1
203215_s_at	10.27	8.46	3.52	0.0048	0.0376	MYO6	myosin VI
1554807_a_at	7.9	8.57	-1.59	0.0048	0.0376	SPIRE1	spire-type actin nucleation factor 1
201316_at	8.66	7.95	1.64	0.0048	0.0376	PSMA2	proteasome subunit alpha 2
202534_x_at	9.82	9.07	1.67	0.0048	0.0376	DHFR	dihydrofolate reductase
213322_at	10.29	10.96	-1.59	0.0048	0.0376	OARD1	O-acyl-ADP-ribose deacylase 1
212863_x_at	11.35	10.71	1.56	0.0048	0.0376	CTBP1	C-terminal binding protein 1
45288_at	5.33	4.69	1.56	0.0048	0.0376	ABHD6	abhydrolase domain containing 6
225473_at	8.05	7.37	1.61	0.0048	0.0376	SOGA1	suppressor of glucose, autophagy associated 1
210136_at	8.54	7.86	1.61	0.0048	0.0376	MBP	myelin basic protein
242560_at	10.81	10.16	1.57	0.0048	0.0376	FANCD2	Fanconi anemia complementation group D2
202495_at	8.81	8.09	1.64	0.0048	0.0376	TBCC	tubulin folding cofactor C
233642_s_at	7.84	8.52	-1.6	0.0048	0.0377	HEATR5B	HEAT repeat containing 5B
212163_at	9.83	10.48	-1.57	0.0048	0.0377	KIDINS220	kinase D-interacting substrate 220kDa
225767_at	8.94	8.02	1.89	0.0048	0.0377	RNA45S5	RNA, 45S pre-ribosomal 5
229879_at	6.12	6.8	-1.6	0.0048	0.0377	ASPH	aspartate beta-hydroxylase
222561_at	7.56	6.74	1.76	0.0048	0.0378	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)
225581_s_at	9.58	8.69	1.86	0.0048	0.0378	MRPL50	mitochondrial ribosomal protein L50
239406_at	7.33	6.58	1.68	0.0048	0.0378	ZSCAN9	zinc finger and SCAN domain containing 9
227770_at	9.06	8.41	1.57	0.0048	0.0378	COG8	component of oligomeric golgi complex 8
231953_at	7.83	8.49	-1.58	0.0048	0.0378	BPTF	bromodomain PHD finger transcription factor
201575_at	11.11	11.78	-1.6	0.0048	0.0378	SNW1	SNW domain containing 1
201647_s_at	6.56	7.29	-1.65	0.0048	0.0378	SCARB2	scavenger receptor class B, member 2
212721_at	10.16	10.8	-1.56	0.0048	0.0378	SREK1	splicing regulatory glutamine/lysine-rich protein 1
215263_at	4.82	5.45	-1.56	0.0048	0.0378	ZXDA; ZXDB	zinc finger, X-linked, duplicated A; zinc finger, X-linked, duplicated B
204401_at	7.26	6.62	1.56	0.0048	0.0379	KCNN4	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 4
223082_at	9.56	10.5	-1.91	0.0048	0.0379	SH3KBP1	SH3-domain kinase binding protein 1
229518_at	7.53	6.84	1.61	0.0048	0.0380	FAM46B	family with sequence similarity 46, member B
235847_at	6.54	7.18	-1.56	0.0048	0.0380		
221563_at	7.34	8.26	-1.89	0.0048	0.0380	DUSP10	dual specificity phosphatase 10
206002_at	5.23	4.54	1.62	0.0048	0.0380	ADGRG2	adhesion G protein-coupled receptor G2
55093_at	8.42	7.74	1.6	0.0048	0.0380	CHPF2	chondroitin polymerizing factor 2
205136_s_at	7.41	6.77	1.57	0.0048	0.0381	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1
208683_at	10.04	10.67	-1.56	0.0048	0.0381	CAPN2	calpain 2, (m/II) large subunit
209486_at	9.93	9.22	1.63	0.0048	0.0381	UTP3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)
217656_at	5.68	4.91	1.71	0.0048	0.0381		
229112_at	6.83	6.09	1.67	0.0048	0.0381	SIRT5	sirtuin 5
232118_at	4.16	4.82	-1.58	0.0048	0.0381		
201865_x_at	8.98	9.88	-1.86	0.0048	0.0381	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
212981_s_at	9.63	8.97	1.58	0.0049	0.0381	TCAF1	TRPM8 channel-associated factor 1
232296_s_at	7.01	6.33	1.59	0.0049	0.0381	GFM1	G elongation factor, mitochondrial 1
204182_s_at	7.27	7.91	-1.56	0.0049	0.0381	ZBTB43	zinc finger and BTB domain containing 43
209098_s_at	4.77	5.43	-1.58	0.0049	0.0381	JAG1	jagged 1
212796_s_at	7.49	6.75	1.68	0.0049	0.0381	TBC1D2B	TBC1 domain family, member 2B
233065_at	7.6	6.96	1.56	0.0049	0.0382	RNF207	ring finger protein 207
200908_s_at	9.81	9.02	1.73	0.0049	0.0382	RPLP2	ribosomal protein, large, P2
208107_s_at	8.27	7.62	1.57	0.0049	0.0382	LOC81691	exonuclease NEF-sp
226915_s_at	11.5	10.7	1.74	0.0049	0.0382	ARPC5L	actin related protein 2/3 complex subunit 5-like
202510_s_at	7.91	7.04	1.83	0.0049	0.0382	TNFAIP2	tumor necrosis factor, alpha-induced protein 2
222668_at	9.01	8.38	1.55	0.0049	0.0382	KCTD15	potassium channel tetramerization domain containing 15
228455_at	5.22	4.51	1.63	0.0049	0.0382	RBM15	RNA binding motif protein 15
233899_x_at	6.09	6.85	-1.69	0.0049	0.0382	ZBTB10	zinc finger and BTB domain containing 10
236817_at	5.54	4.91	1.56	0.0049	0.0382	ADAT2	adenosine deaminase, tRNA-specific 2
224800_at	9.78	10.52	-1.67	0.0049	0.0383	WDFY1	WD repeat and FYVE domain containing 1
207956_x_at	10.29	9.57	1.65	0.0049	0.0383	PDS5B	PDS5 cohesin associated factor B
222628_s_at	8.81	8.08	1.65	0.0049	0.0383	REV1	REV1, DNA directed polymerase
230748_at	9.97	9.22	1.68	0.0049	0.0383	SLC16A6	solute carrier family 16, member 6
243179_at	7.39	8.03	-1.56	0.0049	0.0383		
223081_at	9.92	9.21	1.64	0.0049	0.0383	PHF23	PHD finger protein 23
212926_at	6.82	6.13	1.62	0.0049	0.0383	SMC5	structural maintenance of chromosomes 5
219163_at	8.47	7.72	1.69	0.0049	0.0383	ZNF562	zinc finger protein 562
226392_at	8.26	8.93	-1.59	0.0049	0.0383	RASA2	RAS p21 protein activator 2
208687_x_at	13.87	13.22	1.57	0.0049	0.0384	HSPA8	heat shock 70kDa protein 8
218956_s_at	9.18	8.54	1.55	0.0049	0.0384	ATP5J2-PTCD1; PTCD1	ATP5J2-PTCD1 readthrough; pentatricopeptide repeat domain 1
1566549_at	6.75	6.06	1.61	0.0049	0.0384		
208910_s_at	11.02	10.07	1.93	0.0049	0.0384	C1QBP	complement component 1, q subcomponent binding protein
226613_at	7.15	6.47	1.6	0.0049	0.0385	GATSL3	GATS protein-like 3
228531_at	4.23	3.59	1.56	0.0049	0.0385	SAMD9	sterile alpha motif domain containing 9
203162_s_at	8.29	9	-1.63	0.0049	0.0385	KATNB1	katanin p80 (WD repeat containing) subunit B 1
204274_at	10.89	11.55	-1.58	0.0049	0.0385	EBAG9	estrogen receptor binding site associated, antigen, 9
205750_at	7.5	6.79	1.64	0.0049	0.0386	BPHL	biphenyl hydrolase-like (serine hydrolase)
236023_at	5.75	5.11	1.56	0.0049	0.0386	CDK9	cyclin-dependent kinase 9
226361_at	7.4	8.04	-1.56	0.0049	0.0386	TMEM42	transmembrane protein 42
217870_s_at	10.37	11.05	-1.61	0.0049	0.0386	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic
219165_at	7.32	8.06	-1.68	0.0049	0.0386	PDLIM2	PDZ and LIM domain 2 (mystique)
235564_at	5.15	4.51	1.55	0.0049	0.0386	ZNF117	zinc finger protein 117
240557_at	6.96	8.15	-2.28	0.0049	0.0386	TSC22D2	TSC22 domain family, member 2
213679_at	4.96	4.29	1.6	0.0050	0.0387	TTC30A	tetratricopeptide repeat domain 30A
230416_at	6.34	5.71	1.55	0.0050	0.0387	PDZD8	PDZ domain containing 8
201234_at	10.15	10.8	-1.57	0.0050	0.0387	ILK	integrin linked kinase
231697_s_at	8.83	8.11	1.65	0.0050	0.0387		
221959_at	6.94	7.58	-1.56	0.0050	0.0387	FAM110B	family with sequence similarity 110, member B
209179_s_at	9.82	9.11	1.64	0.0050	0.0387	MBOAT7	membrane bound O-acyltransferase domain containing 7
215139_at	4.47	5.17	-1.63	0.0050	0.0388	ARHGEF10	Rho guanine nucleotide exchange factor 10
228266_s_at	7.53	6.84	1.61	0.0050	0.0388	HDGFRP3	hepatoma-derived growth factor, related protein 3
231837_at	6.83	7.46	-1.55	0.0050	0.0388	USP28	ubiquitin specific peptidase 28
212600_s_at	12.06	12.7	-1.57	0.0050	0.0388	UQCRC2	ubiquinol-cytochrome c reductase core protein II
1559449_a_at	5.56	4.78	1.71	0.0050	0.0388	ZNF254	zinc finger protein 254
206049_at	5.93	6.62	-1.62	0.0050	0.0388	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)
226717_at	7.92	8.56	-1.55	0.0050	0.0388	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
219449_s_at	10.56	9.91	1.57	0.0050	0.0388	TMEM70	transmembrane protein 70
227588_s_at	6.23	5.56	1.59	0.0050	0.0388	GET4	golgi to ER traffic protein 4
233204_at	6.66	5.96	1.63	0.0050	0.0388		
222588_s_at	7.67	8.35	-1.6	0.0050	0.0388	C11orf57	chromosome 11 open reading frame 57
205304_s_at	5.43	4.78	1.57	0.0050	0.0388	KCNJ8	potassium channel, inwardly rectifying subfamily J, member 8
226491_x_at	7.48	6.75	1.66	0.0050	0.0388	PTBP1	polypyrimidine tract binding protein 1
242750_at	4.29	4.92	-1.55	0.0050	0.0388	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type
203956_at	10.1	9.43	1.6	0.0050	0.0389	MORC2	MORC family CW-type zinc finger 2
212888_at	8.85	7.95	1.86	0.0050	0.0389	DICER1	dicer 1, ribonuclease type III
