ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
205531_s_at	6.83	8.03	-2.3	0.001	0.0221	GLS2	glutaminase 2 (liver, mitochondrial)
201097_s_at	12.41	13.65	-2.36	0.001	0.0221	ARF4	ADP-ribosylation factor 4
204510_at	8.71	5.9	7	0.001	0.0221	CDC7	cell division cycle 7
203931_s_at	9.32	8.05	2.41	0.001	0.0221	MRPL12	mitochondrial ribosomal protein L12
224576_at	9.62	8.29	2.52	0.001	0.0221	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
207508_at	11.95	10.81	2.21	0.001	0.0221	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
236016_at	6.08	4.4	3.21	0.001	0.0221	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
205514_at	6.26	5.08	2.27	0.001	0.0221	ZNF415	zinc finger protein 415
240421_x_at	5.78	7.25	-2.77	0.001	0.0221	SAV1	salvador family WW domain containing protein 1
219041_s_at	10.97	9.81	2.23	0.001	0.0221	REPIN1	replication initiator 1
209435_s_at	8.37	9.52	-2.21	0.001	0.0222	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
209571_at	7.29	8.48	-2.28	0.001	0.0222	CIR1	corepressor interacting with RBPJ, 1
212320_at	12.78	11.34	2.73	0.001	0.0222	TUBB	tubulin, beta class I
221616_s_at	4.87	6.07	-2.3	0.001	0.0222	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
221703_at	8.52	6.56	3.89	0.001	0.0222	BRIP1	BRCA1 interacting protein C-terminal helicase 1
222286_at	4.18	5.48	-2.46	0.001	0.0222	SNAPC3	small nuclear RNA activating complex polypeptide 3
227518_at	9.21	10.37	-2.23	0.001	0.0222	SLC35E1	solute carrier family 35, member E1
229414_at	6.65	5.5	2.23	0.001	0.0222	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
238006_at	7.66	6.36	2.46	0.001	0.0222	SIN3A	SIN3 transcription regulator family member A
241372_at	4.93	6.19	-2.39	0.001	0.0222	ZC3H6	zinc finger CCCH-type containing 6
202684_s_at	6.35	8.13	-3.43	0.001	0.0223	RNMT	RNA (guanine-7-) methyltransferase
212605_s_at	7.53	6.07	2.73	0.001	0.0223	NUDT3	nudix hydrolase 3
226896_at	11.34	10.15	2.27	0.001	0.0223	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
228326_at	8.08	9.29	-2.32	0.001	0.0223	WDR27	WD repeat domain 27
230894_s_at	8.28	7.1	2.27	0.001	0.0223		
238790_at	5.94	4.78	2.23	0.001	0.0223	LOC374443	C-type lectin domain family 2, member D pseudogene
229673_at	6.75	7.9	-2.22	0.001	0.0223	GPATCH2L	G-patch domain containing 2 like
201482_at	10.02	11.58	-2.94	0.001	0.0224	QSOX1	quiescin Q6 sulfhydryl oxidase 1
212900_at	9.17	10.96	-3.46	0.001	0.0224	SEC24A	SEC24 homolog A, COPII coat complex component
239798_at	5.09	6.24	-2.22	0.001	0.0224	PDK1	pyruvate dehydrogenase kinase, isozyme 1
227284_at	8.26	9.63	-2.59	0.001	0.0224	ZNF766	zinc finger protein 766
210269_s_at	6	7.13	-2.2	0.001	0.0224	AKAP17A	A kinase (PRKA) anchor protein 17A
205449_at	10.77	9.63	2.2	0.001	0.0224	SAC3D1	SAC3 domain containing 1
204667_at	10.76	9.59	2.24	0.001	0.0224	FOXA1	forkhead box A1
201466_s_at	7.52	8.75	-2.35	0.001	0.0225	JUN	jun proto-oncogene
205217_at	8.76	7.59	2.24	0.001	0.0225	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
223273_at	8.76	6.99	3.41	0.001	0.0225	C14orf142	chromosome 14 open reading frame 142
211116_at	6.6	5.46	2.2	0.001	0.0225	SLC9A2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
239144_at	5.56	6.7	-2.2	0.001	0.0225	B3GAT2	beta-1,3-glucuronyltransferase 2
225339_at	7.87	9.04	-2.25	0.001	0.0225	SPAG9	sperm associated antigen 9
221563_at	7.34	8.48	-2.21	0.001	0.0226	DUSP10	dual specificity phosphatase 10
218357_s_at	11.33	9.9	2.71	0.001	0.0226	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)
235736_at	8.98	7.7	2.42	0.001	0.0226	SMKR1	small lysine-rich protein 1
239680_at	4.44	3.3	2.2	0.001	0.0226	WDR76	WD repeat domain 76
213024_at	8.26	9.72	-2.76	0.001	0.0226	TMF1	TATA element modulatory factor 1
223220_s_at	7.64	6.48	2.24	0.001	0.0227	PARP9	poly(ADP-ribose) polymerase family member 9
204159_at	8.4	6.94	2.77	0.001	0.0227	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
220526_s_at	11.99	10.31	3.22	0.001	0.0227	MRPL20	mitochondrial ribosomal protein L20
218915_at	8.63	7.5	2.19	0.001	0.0227	NF2	neurofibromin 2 (merlin)
235729_at	7.09	5.77	2.5	0.001	0.0227	ZNF514	zinc finger protein 514
229618_at	7.68	9.25	-2.96	0.001	0.0227	SNX16	sorting nexin 16
232209_x_at	9.32	10.45	-2.19	0.001	0.0228	HM13	histocompatibility (minor) 13
238841_at	7.08	8.51	-2.7	0.001	0.0228	PTPDC1	protein tyrosine phosphatase domain containing 1
224477_s_at	9.39	8.07	2.5	0.001	0.0228	NUDT16L1	nudix hydrolase 16 like 1
227748_at	6.48	5.34	2.2	0.001	0.0228	RBMXL1	RNA binding motif protein, X-linked-like 1
223171_at	8.88	10.03	-2.22	0.001	0.0228	DYM	dymeclin
226949_at	8.47	9.65	-2.27	0.001	0.0228	GOLGA3	golgin A3
217738_at	9.39	10.87	-2.8	0.001	0.0228	NAMPT	nicotinamide phosphoribosyltransferase
241425_at	7.18	8.43	-2.38	0.001	0.0228	NUP58	nucleoporin 58kDa
243591_at	4.6	5.85	-2.38	0.001	0.0228		
203207_s_at	9.71	10.95	-2.36	0.001	0.0228	MTFR1	mitochondrial fission regulator 1
1569362_at	4.09	5.23	-2.21	0.001	0.0228	ALCAM	activated leukocyte cell adhesion molecule
202990_at	9.05	10.31	-2.39	0.001	0.0229	PYGL	phosphorylase, glycogen, liver
224615_x_at	9.24	10.38	-2.19	0.001	0.0229	HM13	histocompatibility (minor) 13
202949_s_at	9.82	11.2	-2.6	0.001	0.0229	FHL2	four and a half LIM domains 2
210896_s_at	9.22	10.92	-3.26	0.001	0.0229	ASPH	aspartate beta-hydroxylase
202691_at	10.35	8.6	3.36	0.001	0.023	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
218276_s_at	7.47	9.02	-2.91	0.001	0.023	SAV1	salvador family WW domain containing protein 1
222450_at	11.13	9.98	2.22	0.001	0.023	PMEPA1	prostate transmembrane protein, androgen induced 1
225224_at	8.42	7.26	2.24	0.001	0.023	NOL4L	nucleolar protein 4-like
241455_at	5.81	6.95	-2.19	0.001	0.023	C6orf132	chromosome 6 open reading frame 132
204855_at	6.73	8.2	-2.77	0.001	0.023	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5
1553348_a_at	5.83	6.97	-2.2	0.001	0.023	NFX1	nuclear transcription factor, X-box binding 1
221229_s_at	8.72	7.49	2.35	0.001	0.023	TRMT61B	tRNA methyltransferase 61B
201096_s_at	10.97	12.36	-2.62	0.001	0.023	ARF4	ADP-ribosylation factor 4
221797_at	8.81	7.68	2.19	0.001	0.023	OXLD1	oxidoreductase-like domain containing 1
201800_s_at	10.01	11.5	-2.81	0.001	0.023	OSBP	oxysterol binding protein
200956_s_at	9.47	8.33	2.2	0.001	0.023	SSRP1	structure specific recognition protein 1
214141_x_at	12.85	11.03	3.52	0.001	0.023	SRSF7	serine/arginine-rich splicing factor 7
232116_at	6.83	5.64	2.29	0.001	0.023	GRHL3	grainyhead-like transcription factor 3
209507_at	11.07	9.76	2.47	0.001	0.0231	RPA3	replication protein A3
224361_s_at	7.05	5.71	2.52	0.001	0.0231	IL17RB	interleukin 17 receptor B
202806_at	9.67	8.54	2.19	0.001	0.0231	DBN1	drebrin 1
205079_s_at	7.7	6.56	2.2	0.001	0.0231	MPDZ	multiple PDZ domain protein
207829_s_at	7.8	8.93	-2.19	0.001	0.0231	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1
212791_at	7.83	6.6	2.36	0.001	0.0231	C1orf216	chromosome 1 open reading frame 216
218035_s_at	10.55	8.99	2.95	0.001	0.0231	RBM47	RNA binding motif protein 47
217854_s_at	10.73	9.49	2.36	0.0011	0.0232	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
214684_at	8.34	9.94	-3.02	0.0011	0.0232	MEF2A	myocyte enhancer factor 2A
1553538_s_at	13.32	14.45	-2.18	0.0011	0.0232	COX1	cytochrome c oxidase subunit I
1559393_at	4.07	5.44	-2.6	0.0011	0.0232	ALDH1L2	aldehyde dehydrogenase 1 family, member L2
227409_at	6.58	7.74	-2.24	0.0011	0.0232	PPP1R3E	protein phosphatase 1, regulatory subunit 3E
243816_at	6.62	7.92	-2.47	0.0011	0.0232	ZNF70	zinc finger protein 70
217785_s_at	7.49	8.62	-2.19	0.0011	0.0233	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
204872_at	6.04	4.87	2.25	0.0011	0.0233	TLE4	transducin-like enhancer of split 4
211621_at	5.87	4.63	2.36	0.0011	0.0234	AR	androgen receptor
238875_at	3.86	5.04	-2.27	0.0011	0.0234		
244774_at	5.83	4.67	2.23	0.0011	0.0234	PHACTR2	phosphatase and actin regulator 2
222996_s_at	11.55	10.41	2.21	0.0011	0.0234	CXXC5	CXXC finger protein 5
222087_at	5.81	7.38	-2.97	0.0011	0.0234	PVT1	Pvt1 oncogene (non-protein coding)
224580_at	9.61	8.42	2.28	0.0011	0.0235	SLC38A1	solute carrier family 38, member 1
210138_at	4.25	5.63	-2.61	0.0011	0.0235	RGS20	regulator of G-protein signaling 20
210986_s_at	11.44	10.23	2.31	0.0011	0.0235	TPM1	tropomyosin 1 (alpha)
226333_at	6.26	7.41	-2.21	0.0011	0.0235	IL6R	interleukin 6 receptor
231319_x_at	8.78	7.58	2.3	0.0011	0.0235	KIF9	kinesin family member 9
202235_at	6.14	7.26	-2.18	0.0011	0.0235	SLC16A1	solute carrier family 16 (monocarboxylate transporter), member 1
203208_s_at	11.54	12.8	-2.4	0.0011	0.0235	MTFR1	mitochondrial fission regulator 1
241823_at	7.33	6.21	2.17	0.0011	0.0235		
213470_s_at	8.2	7.05	2.21	0.0011	0.0235	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
229512_at	8.72	7.59	2.18	0.0011	0.0235	FAM120C	family with sequence similarity 120C
232278_s_at	7.76	6.12	3.13	0.0011	0.0235	DEPDC1	DEP domain containing 1
202442_at	11.45	12.61	-2.23	0.0011	0.0235	AP3S1	adaptor-related protein complex 3, sigma 1 subunit
200990_at	11.14	10	2.2	0.0011	0.0235	TRIM28	tripartite motif containing 28
208892_s_at	5.44	4.22	2.33	0.0011	0.0235	DUSP6	dual specificity phosphatase 6
222163_s_at	8.98	7.77	2.31	0.0011	0.0235	SPATA5L1	spermatogenesis associated 5-like 1
209431_s_at	9.12	7.56	2.94	0.0011	0.0235	PATZ1	POZ (BTB) and AT hook containing zinc finger 1
227158_at	9.2	7.65	2.93	0.0011	0.0235	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
232591_s_at	8.54	9.72	-2.26	0.0011	0.0235	TMEM30A	transmembrane protein 30A
202330_s_at	9.99	7.62	5.17	0.0011	0.0235	UNG	uracil DNA glycosylase
220974_x_at	7.22	8.43	-2.31	0.0011	0.0235	SFXN3	sideroflexin 3
225660_at	6.01	4.7	2.48	0.0011	0.0235	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
235071_at	9.51	7.98	2.89	0.0011	0.0236	WDR92	WD repeat domain 92
207522_s_at	7.3	6.14	2.24	0.0011	0.0236	ATP2A3	ATPase, Ca++ transporting, ubiquitous
227670_at	8.06	6.92	2.19	0.0011	0.0236	ZNF75A	zinc finger protein 75a
221767_x_at	12.25	13.38	-2.18	0.0011	0.0236	HDLBP	high density lipoprotein binding protein
226554_at	9.3	7.7	3.04	0.0011	0.0236	ZBTB7A	zinc finger and BTB domain containing 7A
207147_at	6	4.74	2.39	0.0011	0.0236	DLX2	distal-less homeobox 2
209509_s_at	9.57	10.79	-2.33	0.0011	0.0236	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
236249_at	6.22	8.03	-3.51	0.0011	0.0236	IKBIP	IKBKB interacting protein
213127_s_at	8.5	9.64	-2.21	0.0011	0.0236	MED8	mediator complex subunit 8
209650_s_at	8.49	9.62	-2.19	0.0011	0.0236	TBC1D22A	TBC1 domain family, member 22A
226571_s_at	9.35	8.23	2.17	0.0011	0.0236	PTPRS	protein tyrosine phosphatase, receptor type, S
207190_at	5.39	6.55	-2.24	0.0011	0.0237	ZZEF1	zinc finger, ZZ-type with EF-hand domain 1
208115_x_at	5.11	6.36	-2.37	0.0011	0.0237	EDRF1	erythroid differentiation regulatory factor 1
209602_s_at	12.33	11.06	2.42	0.0011	0.0237	GATA3	GATA binding protein 3
207129_at	7.76	8.95	-2.28	0.0011	0.0237	CA5B	carbonic anhydrase VB, mitochondrial
203665_at	7.55	8.75	-2.31	0.0011	0.0237	HMOX1	heme oxygenase 1
228320_x_at	8.26	7.15	2.17	0.0011	0.0237	CCDC64	coiled-coil domain containing 64
200976_s_at	10.95	12.09	-2.21	0.0011	0.0237	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
202304_at	8.81	10.28	-2.78	0.0011	0.0238	FNDC3A	fibronectin type III domain containing 3A
226320_at	11.47	10.03	2.71	0.0011	0.0238	ALYREF	Aly/REF export factor
201926_s_at	9.19	10.32	-2.2	0.0011	0.0238	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
223112_s_at	10.9	9.75	2.22	0.0011	0.0238	NDUFB10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa
205292_s_at	12.92	10.68	4.72	0.0011	0.0239	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
211949_s_at	8.23	7.02	2.31	0.0011	0.0239	NOLC1	nucleolar and coiled-body phosphoprotein 1
218472_s_at	8.7	9.82	-2.18	0.0011	0.0239	PELO	pelota homolog (Drosophila)
224856_at	8.38	7.1	2.43	0.0011	0.0239	FKBP5	FK506 binding protein 5
224975_at	6.95	5.78	2.25	0.0011	0.0239	NFIA	nuclear factor I/A
225999_at	6.96	5.43	2.88	0.0011	0.0239	RIMKLB	ribosomal modification protein rimK-like family member B
212412_at	10.54	9.24	2.47	0.0011	0.0239	PDLIM5	PDZ and LIM domain 5
224951_at	10.34	11.45	-2.17	0.0011	0.0239	CERS5	ceramide synthase 5
232576_at	5.53	6.65	-2.17	0.0011	0.0239		
212200_at	8.42	7.11	2.47	0.0011	0.024	ANKLE2	ankyrin repeat and LEM domain containing 2
217716_s_at	11.8	13.09	-2.45	0.0011	0.024	SEC61A1	Sec61 translocon alpha 1 subunit
241776_at	6.96	5.85	2.17	0.0011	0.024		
1554008_at	7.95	9.41	-2.75	0.0011	0.024	OSMR	oncostatin M receptor
202200_s_at	10.24	8.86	2.61	0.0011	0.0241	SRPK1	SRSF protein kinase 1
207856_s_at	9.15	8.04	2.16	0.0011	0.0241	LOC150776; SMPD4	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene; sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)
208961_s_at	8.04	9.16	-2.17	0.0011	0.0241	KLF6	Kruppel-like factor 6
202813_at	8.53	7.35	2.26	0.0011	0.0241	TARBP1	TAR (HIV-1) RNA binding protein 1
209680_s_at	9.15	7.97	2.27	0.0011	0.0241	KIFC1	kinesin family member C1
212993_at	10.4	9.28	2.16	0.0011	0.0241	NACC2	NACC family member 2, BEN and BTB (POZ) domain containing
218191_s_at	9.51	10.68	-2.25	0.0011	0.0241	LMBRD1	LMBR1 domain containing 1
201688_s_at	9.22	10.59	-2.58	0.0011	0.0242	TPD52	tumor protein D52
219258_at	9.03	7.35	3.2	0.0011	0.0242	TIPIN	TIMELESS interacting protein
225064_at	9.04	7.84	2.3	0.0011	0.0242	RABEP1	rabaptin, RAB GTPase binding effector protein 1
235535_x_at	5.71	6.93	-2.33	0.0011	0.0242	FRG1; FRG1BP; FRG1CP; FRG1EP; LOC101930531; LOC102724813	FSHD region gene 1; FSHD region gene 1 family member B, pseudogene; FSHD region gene 1 family member C, pseudogene; FSHD region gene 1 family member E, pseudogene; uncharacterized LOC101930531; protein FRG1B
1557754_at	5.41	4.18	2.34	0.0011	0.0242	LOC105377135; LOC401068	transcription initiation factor TFIID subunit 4-like; uncharacterized LOC401068
221803_s_at	8.29	9.81	-2.87	0.0011	0.0242	NRBF2	nuclear receptor binding factor 2
232515_at	6.77	8.13	-2.58	0.0011	0.0242		
1553122_s_at	5.71	4.55	2.22	0.0011	0.0242	RBAK	RB-associated KRAB zinc finger
229231_at	7.36	8.64	-2.43	0.0011	0.0243	LRRC37B	leucine rich repeat containing 37B
231846_at	9.02	7.89	2.19	0.0011	0.0243	FOXRED2	FAD-dependent oxidoreductase domain containing 2
242673_at	5.12	6.23	-2.16	0.0011	0.0243		
208174_x_at	8.05	9.18	-2.19	0.0011	0.0243	ZRSR2	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2
211090_s_at	8.23	7.08	2.23	0.0011	0.0243	PRPF4B	pre-mRNA processing factor 4B
211721_s_at	6.17	5.04	2.18	0.0011	0.0243	ZNF551	zinc finger protein 551
214095_at	8.81	10.01	-2.3	0.0011	0.0243	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
226490_at	7.24	5.94	2.46	0.0011	0.0243	NHSL1	NHS-like 1
226506_at	8.81	7.52	2.45	0.0011	0.0243	THSD4	thrombospondin type 1 domain containing 4
231399_at	5.61	4.38	2.35	0.0011	0.0243	RAB3IP	RAB3A interacting protein
60474_at	7.13	6.02	2.16	0.0011	0.0243	FERMT1	fermitin family member 1
215495_s_at	6.83	7.98	-2.23	0.0011	0.0243	SAMD4A	sterile alpha motif domain containing 4A
221964_at	8.14	9.3	-2.24	0.0011	0.0243	TULP3	tubby like protein 3
225527_at	8.95	10.96	-4.04	0.0011	0.0243	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
238437_at	6.14	7.46	-2.5	0.0011	0.0243	ZNF805	zinc finger protein 805
203845_at	7.12	8.35	-2.35	0.0011	0.0244	KAT2B	K(lysine) acetyltransferase 2B
202621_at	10.09	8.91	2.27	0.0012	0.0244	IRF3	interferon regulatory factor 3
216705_s_at	6.85	7.96	-2.16	0.0012	0.0244	ADA	adenosine deaminase
218590_at	9.14	7.93	2.32	0.0012	0.0244	C10orf2	chromosome 10 open reading frame 2
225036_at	11.78	10.67	2.16	0.0012	0.0244	TOMM5	translocase of outer mitochondrial membrane 5 homolog (yeast)
208638_at	12.38	13.58	-2.3	0.0012	0.0245	PDIA6	protein disulfide isomerase family A, member 6
213656_s_at	9.84	10.96	-2.18	0.0012	0.0245	KLC1	kinesin light chain 1
227406_at	8.89	7.41	2.79	0.0012	0.0245	GABPB1-AS1	GABPB1 antisense RNA 1
236390_at	7.48	6.2	2.44	0.0012	0.0245	SLX4IP	SLX4 interacting protein
238977_at	4.93	3.75	2.28	0.0012	0.0245	MCM6	minichromosome maintenance complex component 6
211711_s_at	8.91	10.02	-2.17	0.0012	0.0245	PTEN	phosphatase and tensin homolog
217764_s_at	11.24	9.07	4.5	0.0012	0.0245	RAB31	RAB31, member RAS oncogene family
220755_s_at	11.34	12.46	-2.18	0.0012	0.0245	C6orf48	chromosome 6 open reading frame 48
221156_x_at	6.04	7.53	-2.8	0.0012	0.0245	CCPG1	cell cycle progression 1
226041_at	7.64	5.91	3.32	0.0012	0.0245	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
227370_at	8.07	6.96	2.16	0.0012	0.0245	FAM171B	family with sequence similarity 171, member B
1558304_s_at	10.34	9.15	2.29	0.0012	0.0245	TSEN54	TSEN54 tRNA splicing endonuclease subunit
236268_at	5.31	4.17	2.21	0.0012	0.0245	SEC22C	SEC22 homolog C, vesicle trafficking protein
236404_at	3.62	5.43	-3.49	0.0012	0.0245		
214693_x_at	11.2	9.46	3.32	0.0012	0.0246	LOC100996763; LOC102724250; NBPF1; NBPF10; NBPF11; NBPF12; NBPF14; NBPF15; NBPF19; NBPF20; NBPF25P; NBPF26; NBPF8; NBPF9	notch homolog 2 N-terminal-like protein; neuroblastoma breakpoint family member 1; neuroblastoma breakpoint family, member 1; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 19; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 25, pseudogene; neuroblastoma breakpoint family, member 26; neuroblastoma breakpoint family, member 8; neuroblastoma breakpoint family, member 9
235526_at	5.93	7.04	-2.15	0.0012	0.0246	C11orf58	chromosome 11 open reading frame 58
236655_at	6.64	7.87	-2.35	0.0012	0.0246	TPD52	tumor protein D52
201098_at	11.1	12.42	-2.5	0.0012	0.0246	COPB2	coatomer protein complex subunit beta 2 (beta prime)
209404_s_at	9.56	10.91	-2.54	0.0012	0.0246	TMED7	transmembrane p24 trafficking protein 7
226451_at	8.46	7.19	2.4	0.0012	0.0247	FDX1L	ferredoxin 1-like
218721_s_at	9.36	10.54	-2.26	0.0012	0.0247	C1orf27	chromosome 1 open reading frame 27
226472_at	7.48	8.92	-2.73	0.0012	0.0247	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4
231938_at	5.33	4.23	2.16	0.0012	0.0247	SGOL1	shugoshin-like 1 (S. pombe)
213786_at	6.96	8.57	-3.05	0.0012	0.0248	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
211464_x_at	8.67	7.22	2.73	0.0012	0.0248	CASP6	caspase 6
213132_s_at	8.38	7.25	2.19	0.0012	0.0248	MCAT	malonyl-CoA-acyl carrier protein transacylase
212770_at	8.04	6.92	2.18	0.0012	0.0249	TLE3	transducin-like enhancer of split 3
235912_at	6.68	7.93	-2.37	0.0012	0.0249		
227750_at	8.47	7.03	2.71	0.0012	0.0249	KALRN	kalirin, RhoGEF kinase
225142_at	6.47	7.57	-2.15	0.0012	0.0249	KDM7A	lysine (K)-specific demethylase 7A
221985_at	7.35	9.15	-3.47	0.0012	0.0249	KLHL24	kelch-like family member 24
227522_at	9.42	10.57	-2.21	0.0012	0.0249	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)
225014_at	9.35	10.45	-2.15	0.0012	0.025	SMIM20	small integral membrane protein 20
213947_s_at	9.88	8.32	2.94	0.0012	0.025	NUP210	nucleoporin 210kDa
225937_at	5.83	4.7	2.19	0.0012	0.025	CUX1	cut-like homeobox 1
238658_at	4.05	5.41	-2.57	0.0012	0.025		
207183_at	6.71	5.6	2.16	0.0012	0.025	GPR19	G protein-coupled receptor 19
211126_s_at	7.03	8.59	-2.94	0.0012	0.0251	CSRP2	cysteine and glycine-rich protein 2
231862_at	9.2	7.33	3.65	0.0012	0.0251	CBX5	chromobox homolog 5
210634_at	5.61	6.87	-2.41	0.0012	0.0251	KLHL20	kelch-like family member 20
210645_s_at	10.56	11.71	-2.22	0.0012	0.0251	TTC3	tetratricopeptide repeat domain 3
223611_s_at	7.91	9.03	-2.18	0.0012	0.0251	LNX1	ligand of numb-protein X 1, E3 ubiquitin protein ligase
224849_at	9.15	10.27	-2.17	0.0012	0.0251	TTC17	tetratricopeptide repeat domain 17
209180_at	9.9	11.08	-2.26	0.0012	0.0252	RABGGTB	Rab geranylgeranyltransferase, beta subunit
219289_at	7.73	6.12	3.05	0.0012	0.0252	HEATR3	HEAT repeat containing 3
227873_at	8.39	9.56	-2.25	0.0012	0.0252	TXNDC15	thioredoxin domain containing 15
214723_x_at	4.94	3.84	2.14	0.0012	0.0253	ANKRD36; ANKRD36B	ankyrin repeat domain 36; ankyrin repeat domain 36B
223052_x_at	7.03	5.9	2.18	0.0012	0.0253		
229541_at	6.15	7.25	-2.14	0.0012	0.0253		
201594_s_at	10.53	9.4	2.18	0.0012	0.0254	PPP4R1	protein phosphatase 4, regulatory subunit 1
227847_at	9.98	7.72	4.78	0.0012	0.0254	EPM2AIP1; TRANK1	EPM2A (laforin) interacting protein 1; tetratricopeptide repeat and ankyrin repeat containing 1
1556283_s_at	8.71	7.25	2.74	0.0012	0.0254	FGFR1OP2	FGFR1 oncogene partner 2
225581_s_at	9.58	8.16	2.69	0.0012	0.0254	MRPL50	mitochondrial ribosomal protein L50
217388_s_at	12.35	10.94	2.65	0.0012	0.0254	KYNU	kynureninase
224524_s_at	8.86	10.48	-3.07	0.0012	0.0254	ASB3; GPR75-ASB3	ankyrin repeat and SOCS box containing 3; GPR75-ASB3 readthrough
221936_x_at	8.8	7.7	2.14	0.0012	0.0255	MRPL41	mitochondrial ribosomal protein L41
1560648_s_at	5.65	4.51	2.19	0.0012	0.0255	TSPYL1	TSPY-like 1
211754_s_at	8.76	7.66	2.14	0.0012	0.0255	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
225820_at	6.74	5.63	2.16	0.0012	0.0255	JADE1	jade family PHD finger 1
229160_at	6.49	5.38	2.15	0.0012	0.0255	MUM1L1	melanoma associated antigen (mutated) 1-like 1
1558184_s_at	5.36	4.23	2.18	0.0012	0.0255	ZNF17	zinc finger protein 17
204237_at	7.29	6.09	2.3	0.0012	0.0255	GULP1	GULP, engulfment adaptor PTB domain containing 1
209267_s_at	10.83	8.56	4.83	0.0012	0.0255	SLC39A8	solute carrier family 39 (zinc transporter), member 8
209744_x_at	9.78	10.96	-2.26	0.0012	0.0255	ITCH	itchy E3 ubiquitin protein ligase
212608_s_at	9.46	8.22	2.37	0.0012	0.0255	NUDT3	nudix hydrolase 3
223504_at	5.98	7.22	-2.36	0.0012	0.0255	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27
217094_s_at	8.44	9.61	-2.25	0.0012	0.0255	ITCH	itchy E3 ubiquitin protein ligase
224999_at	5.31	7	-3.23	0.0012	0.0255	EGFR	epidermal growth factor receptor
224653_at	10.12	8.99	2.19	0.0012	0.0255	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
213211_s_at	6.84	5.74	2.14	0.0012	0.0256	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
203576_at	9.85	8.72	2.19	0.0012	0.0256	BCAT2	branched chain amino-acid transaminase 2, mitochondrial
232017_at	6.61	7.72	-2.16	0.0012	0.0256	TJP2	tight junction protein 2
228204_at	12.63	10.84	3.45	0.0012	0.0257	PSMB4	proteasome subunit beta 4
211740_at	5.32	6.42	-2.15	0.0012	0.0257	ICA1	islet cell autoantigen 1
220311_at	8.05	6.61	2.71	0.0012	0.0257	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
235587_at	8.48	6.87	3.04	0.0012	0.0257	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head)
218589_at	5.34	4.24	2.16	0.0013	0.0257	LPAR6	lysophosphatidic acid receptor 6
229588_at	4.7	6.64	-3.82	0.0013	0.0257	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
